timestamp,x,y,z,
142706256911,4.25,-0.9375,-0.75,
142706294421,3.25,-0.9375,-0.875,
142706301915,4.1875,-2.5,1.0625,
142706311040,0.4375,0.4375,0.625,
142706333718,3.5,1.6875,-0.75,
142706356165,4.0625,-0.1875,-0.125,
142706377014,2.3125,0.875,0.25,
142706394956,0.5,-2.375,0.9375,
142706437030,-0.3125,-1.5,0.25,
142706474355,3,0.25,1.75,
142706496908,3,1.875,2.0625,
142706528703,3.625,1.5625,0.625,
142706556981,6.5625,0.6875,0.4375,
142706564368,2.0625,-2.125,1.5625,
142706594677,0.375,-0.5,0.125,
142706632188,1.875,-2.4375,0.3125,
142706654357,1.625,-2.625,1.125,
142706676999,1.1875,0.4375,0.9375,
142706714636,2.75,-0.0625,0.625,
142706722330,2.9375,0.3125,0.5,
142706729655,2.5625,-2.5,1.9375,
142706736944,-3.3125,-0.5,1.3125,
142706752020,0.1875,1,0.8125,
142706759381,3.75,-0.875,1.75,
142706768221,-0.6875,0,0.375,
142706789574,-0.5,-1.125,0.3125,
142706841900,2.75,-3.4375,0.875,
142706909584,-2.9375,0.75,2.5,
142706916870,1.1875,2.5,1.625,
142706924303,4,0.3125,2.25,
142706954388,1.25,0.375,1.75,
142706969389,0.75,1.125,2.125,
142706992211,-2.4375,-1.375,1.5625,
142707029357,-0.9375,0.25,1.3125,
142707037142,-1.625,-0.5625,0.6875,
142707051938,-1.25,-0.6875,-0.4375,
142707074324,1.4375,1.0625,0.75,
142707106259,-1.125,-0.625,1.1875,
142707149388,-0.0625,-0.8125,-0.125,
142707186872,1.5625,-1,0.5,
142707224516,-6.3125,-3.0625,0.125,
142707261981,0.5625,0,0.9375,
142707276905,-1.125,-1.3125,-0.125,
142707299416,-1.3125,-1.4375,1.4375,
142707314575,-2.25,1.25,-0.1875,
142707344318,0.1875,1.3125,-1.3125,
142707397002,-3.0625,-3.0625,-1,
142707419394,-2.8125,-0.75,-0.375,
142707464301,-0.1875,0.875,1.3125,
142707479703,-1.5,2.125,1.125,
142707501827,0.125,1.875,-0.0625,
142707569403,-2.1875,-0.1875,0.6875,
142707591803,0.625,0,0.625,
142707629840,0.8125,2.375,0.625,
142707666848,-2,1.4375,-0.0625,
142707689529,0.375,0,-0.625,
142707749515,-2.625,0,0,
142707779546,0.125,-1.4375,0.8125,
142707801804,-1.4375,0.5,0.9375,
142707817127,1.625,-0.125,1.875,
142707869553,-2.125,0.6875,1.3125,
142707891843,0.6875,-0.8125,1,
142707907004,1.75,-0.5,-0.25,
142707944332,-0.6875,-2.5,-1.5,
142708004575,2.1875,-0.1875,-0.4375,
142708026888,4.3125,1.25,0.75,
142708049604,4.8125,0.1875,0.25,
142708101818,2.6875,-0.75,-0.1875,
142708124452,2.5,-0.4375,0.375,
142708177133,0.5,-0.375,2.5,
142708229348,-3.375,-0.0625,1.5625,
142708251792,1.4375,3.75,1.5,
142708274360,3.9375,0.1875,0.8125,
142708297983,1.625,-1.0625,0.0625,
142708334558,0.875,-1.0625,2,
142708364337,-1.125,-1.0625,1.625,
142708417065,-2.5625,-0.8125,1.625,
142708477010,5.3125,-0.1875,2.4375,
142708499260,-2.0625,0.875,1.6875,
142708589469,3.3125,1.1875,0.8125,
142708611952,2,2,-0.1875,
142708626850,0,1.5625,-1.5625,
142708649583,4.9375,-0.1875,0.0625,
142708679863,0.75,0.625,0.0625,
142708701918,-0.4375,0.25,-0.75,
142708724381,3.625,-0.125,-1.5,
142708754476,-3.3125,0.6875,-0.75,
142708769308,1,4.3125,-1.0625,
142708799409,6.1875,-0.5,-0.6875,
142708821804,-0.1875,-1.4375,-0.375,
142708836987,-7.5625,0.6875,-0.9375,
142708852098,3.25,0.625,-0.5625,
142708866907,1.6875,0.375,0.5625,
142708889345,-3.5,3.625,-0.375,
142708911996,2.0625,1.25,-1.8125,
142708934316,1.5625,1.75,0.5,
142708956739,2.1875,2.625,0.75,
142708972001,-4.125,0.9375,-0.1875,
142708986977,-2.9375,0.125,0.0625,
142709009293,-0.1875,0.0625,1.1875,
142709054465,-2.4375,0.5625,1.25,
142709091805,-6.6875,-0.0625,-0.3125,
142709107001,-0.0625,1.5,1.25,
142709136771,-3.1875,1.4375,-0.5625,
142709152045,-2.6875,-2.75,0.6875,
142709166813,-9.875,-1.875,-0.5,
142709181850,-3.8125,0.6875,-0.1875,
142709204190,0.3125,2,1.625,
142709226788,-1.625,3.5,-0.75,
142709249249,-2.5625,1.4375,-1.9375,
