timestamp,roll,pitch,yaw,
142706269957,198,170,310,
142706292017,198,170,310,
142706299353,198,169,310,
142706314805,198,169,310,
142706321927,198,169,310,
142706336901,198,169,310,
142706479553,198,168,310,
142706525814,198,168,310,
142706569498,198,168,310,
142706576975,198,168,310,
142706614456,198,168,310,
142706637008,198,168,310,
142706659343,198,167,310,
142706771936,198,167,311,
142706781429,198,167,311,
142706802075,198,167,311,
142706809374,198,167,311,
142706824357,198,166,311,
142706869337,198,166,311,
142706944373,198,166,311,
142706966878,198,166,311,
142706983405,198,166,311,
142706990861,198,166,311,
142707026857,198,166,311,
142707036283,198,166,311,
142707071844,198,166,311,
142707079273,198,165,311,
142707103151,197,165,311,
142707124488,197,165,311,
142707169420,198,165,311,
142707176755,198,165,311,
142707236845,198,165,311,
142707259341,198,165,311,
142707268247,198,165,311,
142707326991,197,165,311,
142707334527,197,165,311,
142707379584,197,164,311,
142707424351,197,164,311,
142707446886,197,164,311,
142707469543,197,164,311,
142707491858,197,164,311,
142707514705,197,164,311,
142707521864,197,164,311,
142707544615,197,164,311,
142707559336,197,164,311,
142707581919,197,164,311,
142707589480,197,164,311,
142707634281,197,164,311,
142707657039,197,164,311,
142707679526,197,163,311,
142707686913,197,163,311,
142707702089,197,163,311,
142707724316,197,163,311,
142707746927,197,163,311,
142707756262,197,163,311,
142707814655,197,163,311,
142707844606,197,163,311,
142707866972,197,163,312,
142707911801,197,162,312,
142707936254,197,162,312,
142707957041,197,162,312,
142708024306,197,162,312,
142708046854,197,162,312,
142708099543,197,162,312,
142708144341,197,161,312,
142708160557,197,161,312,
142708211859,197,161,312,
142708234295,197,161,312,
142708279591,197,161,312,
142708302238,197,161,312,
142708324273,197,161,312,
142708376931,197,160,312,
142708489248,197,160,312,
142708534323,197,160,312,
142708631887,197,160,312,
142708766975,197,160,312,
142708796933,197,160,312,
142708976765,197,161,312,
142708984492,197,161,312,
142709081825,197,162,312,
142709096933,197,162,312,
142709156846,197,162,312,
142709209246,197,162,312,
142709246761,197,162,312,
