timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
142688527157,4,9,13,2,-5,5,0,2,
142688527157,-10,-13,-13,-5,-2,-5,-3,-8,
142688542050,1,-1,-3,4,-6,-4,-4,0,
142688542050,0,1,1,-12,-67,-3,-5,-3,
142688549732,-6,-7,-6,4,48,10,-3,-3,
142688549732,6,0,8,5,3,9,2,4,
142688557431,-2,-2,2,-7,17,-4,-1,1,
142688557431,-2,0,-1,11,16,5,1,-2,
142688588680,4,4,1,-2,-22,1,2,1,
142688588680,7,9,7,-13,-37,-5,0,1,
142688594877,1,1,3,0,-61,-6,2,2,
142688594877,10,9,13,12,48,7,4,3,
142688601983,-10,-11,-9,-1,-17,2,-3,-3,
142688601983,-7,-17,-21,-13,5,-10,-2,-5,
142688609618,11,14,10,-6,-25,5,-1,1,
142688609618,-19,-15,-11,26,25,-3,-8,-9,
142688624526,3,6,9,12,1,-2,0,3,
142688624526,-8,-4,-12,-18,-4,0,2,2,
142688633881,-5,-15,-13,-15,-9,-14,-8,-8,
142688633881,6,10,11,7,20,15,4,4,
142688654547,-9,-14,-12,-5,-29,-15,-7,-5,
142688654547,-2,4,2,-17,11,-2,-5,0,
142688662130,1,8,11,25,23,5,1,2,
142688662130,-7,-9,-13,-24,-32,3,-5,0,
142688677155,-5,-3,-7,2,22,-7,0,-8,
142688677155,2,7,7,22,-11,9,4,5,
142688684639,3,1,-1,0,-4,-27,-1,-2,
142688684639,-8,-6,-7,-24,-15,-3,-4,-3,
142688701330,-9,-12,-12,8,9,13,-2,-4,
142688701330,4,6,3,-3,6,-3,-1,1,
142688714929,-5,-10,-3,0,13,-11,1,-5,
142688714929,11,6,7,7,-20,7,1,2,
142688722018,0,3,7,10,11,20,0,3,
142688722018,-3,-2,-7,-19,-20,-9,-1,-2,
142688737100,-1,-6,-8,5,3,8,-2,-1,
142688737100,-2,-5,-2,5,12,-20,0,-5,
142688752285,2,6,-1,-10,-10,2,-1,3,
142688752285,-4,-9,0,22,20,1,-1,-6,
142688759511,-7,-13,-16,-4,40,-7,-3,-4,
142688759511,11,17,14,22,-65,-2,5,7,
142688768462,-8,-3,1,-7,33,17,-2,-4,
142688768462,-4,-13,-11,2,24,-7,-5,-10,
142688782116,15,17,18,-1,-21,2,7,7,
142688782116,0,4,5,-4,6,4,2,-1,
142688804573,7,7,5,-21,-17,4,4,-3,
142688804573,-22,-19,-15,-1,57,0,-15,-14,
142688834656,10,11,10,19,8,1,0,4,
142688834656,-5,-5,-9,-24,-20,-4,1,-1,
142688849764,-4,-8,-8,6,-25,-16,-3,-5,
142688849764,11,18,20,-3,22,15,8,6,
142688857039,-13,-19,-17,-13,17,13,-5,-8,
142688857039,-5,-15,-14,4,5,-3,-1,-4,
142688866021,14,16,22,41,7,11,4,3,
142688866021,-4,-6,-13,-34,-49,-15,-8,-3,
142688887266,-8,1,-3,-7,-2,-6,-7,2,
142688887266,-16,-24,-18,1,19,7,-4,-7,
142688894475,7,8,9,7,-11,-5,6,2,
142688894475,3,6,7,-15,-24,-5,1,4,
142688902082,4,1,-9,-1,-14,-19,3,1,
142688902082,10,10,6,11,-32,0,3,2,
142688917008,-1,-1,-2,-16,-14,-1,-1,-1,
142688917008,-2,-7,-5,-2,-5,-8,0,-7,
142688947351,-1,-2,-7,-4,14,8,-1,-2,
142688947351,1,-3,-4,-6,3,9,1,1,
142688962075,-4,-2,-3,4,-7,-18,-1,-1,
142688962075,2,3,2,-13,-6,5,0,-2,
142688977079,-9,-4,2,7,-12,-1,-3,-6,
142688977079,-2,-2,-1,12,16,-9,0,-2,
142688984645,-12,-15,-12,-11,-27,-14,-9,-1,
142688984645,0,-1,0,11,-2,-2,0,-7,
142688992043,1,1,5,-20,-18,4,4,-1,
142688992043,0,-3,1,3,2,-26,1,-2,
142689007103,7,11,8,-7,10,16,3,1,
142689007103,-6,-7,0,15,20,9,-3,0,
142689014582,2,-6,-4,-14,-75,-7,-2,-2,
142689014582,6,13,15,12,40,3,1,7,
142689037109,9,6,6,4,-29,-20,3,2,
142689037109,-2,-1,5,12,48,6,0,0,
142689044749,-3,-9,-2,-8,-44,-2,-2,-4,
142689044749,1,-3,-4,2,-14,-5,-2,1,
142689082250,-6,-9,-10,5,23,-19,-1,-6,
142689082250,9,13,16,25,-22,13,7,4,
142689096982,7,7,4,6,14,-8,7,3,
142689096982,-11,-11,-10,-32,-58,-13,-5,0,
142689112216,-3,-12,-13,-4,18,3,-6,-1,
142689112216,17,21,12,2,-48,-8,5,8,
142689119603,-20,-18,-20,-6,74,21,-7,-6,
142689119603,1,-2,-3,-5,-2,-9,-1,-2,
142689134583,-1,4,2,0,-7,-5,0,-1,
142689134583,-9,-16,-18,-13,7,-11,-7,-3,
142689149587,11,15,21,13,-25,-10,5,6,
142689149587,-5,-11,-10,0,14,4,-6,-3,
142689187269,-7,-9,-5,3,-42,-5,-3,-6,
142689187269,5,6,15,7,21,-12,1,-1,
142689194551,-5,-2,-9,-7,-24,3,-2,-2,
142689194551,-7,-10,-5,0,18,9,-4,-5,
142689202070,-2,-5,2,5,-22,-14,0,-4,
142689202070,1,-1,-5,0,5,4,-1,0,
142689233378,-5,-7,-7,-4,29,9,-4,-1,
142689233378,-4,-2,-9,2,-14,-3,-3,-4,
142689246998,4,7,5,-3,-8,5,-1,0,
142689246998,1,-3,0,6,8,-3,-1,-4,
142689269508,-11,-13,-15,-6,-16,4,-4,-5,
142689269508,1,3,0,-2,17,-3,-1,2,
142689284519,-1,-3,0,-21,-19,6,-3,0,
142689284519,-1,-3,6,8,7,4,1,-3,
142689314576,2,3,10,3,-25,4,2,3,
142689314576,-1,0,-2,0,23,-12,-4,1,
142689322208,-1,0,-2,6,-5,8,-4,2,
142689322208,0,-1,-4,-17,0,3,0,-2,
142689351976,5,10,12,1,-11,-5,4,1,
142689351976,-3,-3,1,-5,9,-1,-1,0,
142689359582,-5,-16,-16,4,8,-12,-4,-1,
142689359582,0,7,11,0,-37,-3,-1,2,
142689397731,0,-4,-9,3,2,-8,2,-1,
142689397731,-2,-1,1,1,-1,-7,3,0,
142689412198,4,3,7,-1,-36,-3,0,0,
142689412198,9,8,3,-40,-11,-5,-1,4,
142689434713,-10,-11,-5,6,-22,-10,-3,-3,
142689434713,3,-5,-4,-8,-6,1,-1,0,
142689471969,10,13,15,4,-50,-3,6,8,
142689471969,-4,-6,-11,-9,-33,6,-4,-3,
142689509589,-3,-1,2,2,15,12,-1,-1,
142689509589,-5,-9,5,1,14,7,3,-4,
142689524472,1,2,0,-13,1,-2,2,2,
142689524472,-2,-6,-5,-19,-13,15,1,-2,
142689532179,5,13,13,-11,-9,6,-3,3,
142689532179,-12,-16,-15,0,39,0,-2,-4,
142689562236,-7,-4,1,13,38,4,-5,-5,
142689562236,5,5,4,7,-17,0,1,0,
142689584543,0,-4,-6,13,8,-5,0,1,
142689584543,-10,-11,-18,-24,-38,-21,-4,-4,
142689592052,-13,-15,-16,-11,17,-18,-9,-9,
142689592052,6,5,8,9,17,23,3,2,
142689629438,-10,-15,-15,-8,1,-16,-7,-8,
142689629438,7,10,5,2,-12,-10,0,3,
142689666988,0,-1,2,7,23,12,2,-1,
142689666988,-5,-5,-6,-22,-18,4,-1,-1,
142689689589,9,8,11,5,-4,7,5,2,
142689689589,-9,-9,-10,-7,-10,6,-8,-5,
142689704785,-9,-9,-7,-11,11,-8,-4,-6,
142689704785,6,9,5,8,0,-11,1,6,
142689742035,5,0,-1,13,-23,8,-2,-3,
142689742035,-13,-13,-5,-21,26,11,-3,-3,
142689764547,14,21,15,-6,-33,-1,6,7,
142689764547,-14,-19,-18,7,13,-3,-5,-7,
142689824521,1,2,-2,8,-4,8,0,2,
142689824521,-10,-19,-20,-25,19,3,-5,-4,
142689832118,-1,-2,3,13,-25,-3,-3,1,
142689832118,-15,-24,-26,-13,8,-8,-6,-7,
142689839707,2,1,-2,-6,-11,-20,0,2,
142689839707,6,7,9,26,-15,13,1,2,
142689862283,-10,-14,-10,-23,-5,-7,-3,0,
142689862283,-4,-11,-9,6,36,4,-1,-5,
142689869725,0,3,3,-7,11,-2,0,1,
142689869725,-14,-23,-24,3,-15,-10,-8,-11,
142689907176,-4,-4,-5,-15,8,-6,0,-2,
142689907176,3,1,7,9,29,10,1,-1,
142689944705,-2,-9,-7,-5,-35,-5,-2,-3,
142689944705,6,12,11,13,9,1,3,1,
142689982303,-7,-7,-8,-14,-11,-7,-6,0,
142689982303,-5,-5,-8,7,21,-1,-6,-5,
142690027317,-12,-10,-10,-13,11,8,-5,-3,
142690027317,2,0,-8,10,-18,1,2,-3,
142690064542,-7,-14,-10,-9,8,-9,-3,-1,
142690064542,3,0,4,14,5,0,-3,1,
142690087088,-12,-8,-10,-27,-27,6,-2,-6,
142690087088,-18,-22,-21,-15,35,9,-8,-6,
142690094646,16,13,14,-6,10,-23,2,3,
142690094646,-8,-7,-9,0,-23,-4,-7,-1,
142690124518,-9,-12,-3,-10,3,-10,-9,-7,
142690124518,-2,-1,-9,0,7,-4,-1,-2,
142690146996,-7,-12,-11,-14,-6,-5,-6,-5,
142690146996,3,-2,-4,8,11,-4,3,-3,
142690169728,-2,6,8,22,5,0,-1,1,
142690169728,5,8,14,24,-10,-7,5,0,
142690222278,-1,3,-1,-31,-51,12,-2,-1,
142690222278,-16,-21,-22,-17,9,-17,-5,-8,
142690244500,8,10,9,3,-15,-7,0,3,
142690244500,3,7,10,6,20,10,1,5,
142690259477,-2,-4,-5,5,5,-8,-5,-2,
142690259477,1,-5,-8,6,-23,-11,0,-1,
142690297028,4,0,5,-3,-14,-5,3,-1,
142690297028,0,1,-1,-1,20,-1,0,-1,
142690319493,-9,-7,-12,-14,16,-4,-1,-6,
142690319493,8,6,2,2,-41,-29,-3,0,
142690364784,-2,-2,3,10,4,2,-4,0,
142690364784,0,3,2,2,37,15,0,-1,
142690379759,-2,-8,-9,10,9,9,1,2,
142690379759,-3,-8,-10,-31,7,14,1,-3,
142690394709,17,16,19,5,18,-16,8,6,
142690394709,-1,3,-2,-1,-47,-3,-9,0,
142690417112,-1,5,12,2,33,-2,-4,0,
142690417112,-17,-21,-14,-6,26,16,-3,-10,
142690424485,2,2,-6,-21,-58,-7,-1,2,
142690424485,-16,-20,-14,-18,4,-10,-7,-3,
142690469700,-5,-4,-3,-4,22,24,1,0,
