timestamp,x,y,z,
142688253398,0.957031,0.151855,0.0341797,
142688259706,0.953125,0.156738,0.0151367,
142688283442,0.960449,0.213867,0.0317383,
142688321285,0.959473,0.180664,0.0424805,
142688335184,0.952637,0.151855,0.0385742,
142688372069,0.967285,0.196289,0.0366211,
142688389384,0.958496,0.18457,0.0351562,
142688394865,0.961426,0.149902,0.0380859,
142688404989,0.942383,0.192383,0.0268555,
142688424724,0.958008,0.187012,0.0175781,
142688440144,0.963867,0.158203,0.0302734,
142688462253,0.949707,0.194336,0.0078125,
142688479039,0.946289,0.203125,0.0390625,
142688501432,0.963867,0.142578,0.0351562,
142688537298,0.966309,0.173828,0.034668,
142688574545,0.94043,0.206543,0.00976562,
142688649532,0.952637,0.168457,0.0546875,
142688672198,0.952637,0.149902,0.0170898,
142688679758,0.964844,0.214355,0.0249023,
142688709584,0.952637,0.181641,0.0297852,
142688741381,0.961914,0.216309,0.0356445,
142688771522,0.969238,0.146973,0.0458984,
142688784609,0.949219,0.194824,0.0297852,
142688823531,0.953613,0.22998,0.00927734,
142688882312,0.950195,0.153809,0.0297852,
142688942079,0.945801,0.180664,0.0253906,
142688949739,0.946777,0.200684,0.0102539,
142688987312,0.95166,0.188965,0.0307617,
142689002103,0.952148,0.171875,0.0102539,
142689032050,0.960449,0.180664,0.0283203,
142689062139,0.952148,0.166504,0.027832,
142689101238,0.955566,0.181152,0.0332031,
142689107075,0.972656,0.16748,0.0390625,
142689167166,0.93457,0.187012,0.00634766,
142689219522,0.947754,0.212891,0.000488281,
142689264546,0.939453,0.202148,0.0175781,
142689332302,0.936035,0.193848,0.00585938,
142689384658,0.982422,0.161133,0.0385742,
142689399873,0.946289,0.172363,0.0351562,
142689452342,0.969238,0.130859,0.034668,
142689512146,0.948242,0.194336,0.0258789,
142689557117,0.956055,0.17334,0.0112305,
142689609593,0.971191,0.126465,0.027832,
142689669769,0.950195,0.17627,0.027832,
142689737166,0.944336,0.158691,0.0161133,
142689812009,0.972656,0.150879,0.0458984,
142689834663,0.961914,0.157715,0.0180664,
142689999830,0.95752,0.191895,0.0229492,
142690112061,0.951172,0.174805,0.0229492,
142690179884,0.937988,0.188477,0.0258789,
142690337060,0.938477,0.211914,0.0170898,
142690367116,0.955078,0.180176,0.0180664,
142690419544,0.961426,0.172363,0.0366211,
142690622301,0.963867,0.14209,0.0239258,
142690712233,0.96875,0.125488,0.0249023,
142690832127,0.94043,0.196777,0.00439453,
142690869622,0.958008,0.162598,-0.000488281,
142690884694,0.949219,0.163574,0.0419922,
142690944886,0.943359,0.19043,0.0195312,
142691064808,0.964355,0.144043,0.0527344,
142691139787,0.972168,0.132812,0.0380859,
142691222068,0.949707,0.151855,0.0576172,
