timestamp,x,y,z,
142688256612,2.75,-0.625,-0.625,
142688269670,6.0625,-1.6875,0.9375,
142688292064,1.625,-1.9375,0.5,
142688324187,-2.4375,-1.125,0.25,
142688344665,4,-0.625,0.875,
142688367101,1.1875,-0.0625,1.8125,
142688390153,-1.25,0.5,-0.125,
142688436507,-2.9375,-0.25,0.875,
142688487428,-0.75,0.3125,1.25,
142688509583,-1.375,1.0625,1.1875,
142688532104,-0.125,-1.8125,0.125,
142688539615,-1.875,-0.8125,1.0625,
142688547323,1.625,-0.5625,0.75,
142688556551,1,-1.8125,1.75,
142688563925,-0.5625,-0.875,1.0625,
142688622286,-0.5625,-2.3125,-0.125,
142688644604,-2.375,0,0,
142688669044,5.5,-0.5625,1.6875,
142688697224,2,-1.5,1.75,
142688764801,-5.375,-1,0.4375,
142688788974,-2.9375,-0.5625,0.875,
142688809683,2.8125,-1.8125,2.375,
142688826624,4.5625,-3.125,0.4375,
142688847130,-0.9375,-2.6875,1.1875,
142688854785,0.6875,-0.4375,0.25,
142688862204,3.6875,-1.1875,1.1875,
142688877115,-2.5,-0.5625,1.3125,
142688914808,4,-2.875,1.625,
142688922063,0.125,-1.5625,2.1875,
142688937984,3.4375,-0.4375,1.375,
142688944573,-2.0625,1,1.3125,
142688989668,-2.125,0.625,0.25,
142689034737,-0.125,-1.25,2.1875,
142689064632,-3.25,0.9375,0.125,
142689079725,-2.3125,1.125,1.125,
142689087296,3.75,-1.75,1.25,
142689109569,1.5,-2.25,0.5625,
142689132116,-3.0625,-1.0625,-0.1875,
142689230902,2.8125,-1.1875,0.75,
142689252437,1.375,-2.5,1.4375,
142689267144,6.1875,-4.1875,1,
142689274600,-4.4375,-0.9375,2.0625,
142689312245,-6.8125,-0.6875,2.3125,
142689319551,1.625,-2.1875,2.5,
142689349631,-1.0625,-0.3125,1.6875,
142689402091,-5.1875,0.625,1.9375,
142689409787,-9.5,1.375,0.1875,
142689477065,-0.4375,-1.0625,0.25,
142689529718,1.4375,-0.875,0.75,
142689552117,-2.75,-0.8125,-0.5,
142689567137,-0.875,-1.4375,-1.5625,
142689574733,-0.0625,-0.875,-1.0625,
142689664926,-0.125,-1.6875,-1.9375,
142689784917,7.4375,-3.25,-0.8125,
142689829878,0.1875,-3.0625,-0.3125,
142689852328,-0.125,-4.125,-0.25,
142689897170,-2.25,-4.5,-0.6875,
142689934603,-1.1875,-3.5625,-0.375,
142689949812,-0.8125,-3.6875,-1.5,
142689965756,1.25,-2.25,0.4375,
142690152045,1.1875,-1.5,0.625,
142690339511,-4.625,-0.1875,1.8125,
142690384522,-3.375,0.1875,1.625,
142690452028,-2,0,1.625,
142690542097,1.6875,-0.1875,1.625,
142690640052,0.25,0.5625,2.1875,
142690962426,-0.125,2.0625,-0.125,
142691007429,0.4375,0.375,-0.125,
142691209643,-1.125,-1.5,-2.3125,
