timestamp,x,y,z,
142688249458,-1.3125,-1.5,-1.5625,
142688264702,1.6875,-0.875,0.5625,
142688289024,-0.5,-0.375,0.75,
142688302203,-2.5,-0.375,-0.375,
142688332318,0.8125,-1.0625,0.625,
142688356601,3.375,0.125,1.125,
142688369613,-1.5,-0.125,0.625,
142688386218,2.5625,0.75,0.375,
142688400995,4.375,0.6875,1,
142688422432,0.25,1.4375,0.625,
142688452437,-0.1875,0.8125,0.1875,
142688491745,2.875,0.6875,1.1875,
142688519927,-1.3125,1.3125,0.875,
142688579545,-2.375,-0.25,0.0625,
142688617283,-3.5,0.3125,0,
142688639784,-1.5625,-1.625,1.4375,
142688669895,-3.75,-0.6875,0.125,
142688744649,-0.75,-1,-0.0625,
142688797134,2.8125,-1.3125,-1.375,
142688872428,0.25,-0.5625,-2.125,
142688910161,-0.4375,0.625,-1.5625,
142688932160,0.625,-0.6875,0.25,
142688939728,-1.875,0.6875,0.6875,
142689029595,-1.1875,0.875,0.6875,
142689052271,-2.125,-0.0625,0.3125,
142689089621,0,-1.25,0.5625,
142689104534,0,-0.6875,0.125,
142689179783,2.0625,-0.1875,0.0625,
142689254626,0.75,0.125,1.5,
142689277089,-2.4375,-0.6875,1.0625,
142689292012,1.25,-0.1875,2.3125,
142689307058,-4.375,-2.375,0.9375,
142689374655,-0.5625,0.875,3.375,
142689389716,-1.3125,1.4375,2.125,
142689427103,3.125,-0.25,1.8125,
142689442085,1.6875,-0.25,1.25,
142689464603,-0.75,-1.9375,-1,
142689479474,5.625,-1.4375,-0.3125,
142689487070,4.5625,-0.25,0.0625,
142689547092,-1.5625,-3.5625,-1.1875,
142689569843,1.625,-1.0625,1.4375,
142689607187,2,0.1875,-0.5,
142689622034,6.25,-0.375,0.6875,
142689637272,3,-1.125,1,
142689674764,-1.375,-2.1875,-0.625,
142689719823,0.0625,-1.125,1.875,
142689749780,1.25,-1.5,1.0625,
142689787383,2.3125,-1.1875,1.3125,
142689847157,4.6875,-0.6875,1.4375,
142689877120,1.125,-0.1875,-0.5,
142689892106,2.3125,-0.5625,0.5,
142689914812,-0.3125,0.5,-0.875,
142689969024,3.8125,0.1875,1.125,
142689989702,3,-0.1875,0.8125,
142690034800,-1.5625,0,-0.5,
142690109582,3,0.5625,-0.375,
142690139827,3.0625,0.8125,0.8125,
142690184782,2.125,1.6875,1.4375,
142690192122,-0.5625,0.4375,-0.4375,
142690282127,4.25,-0.75,0.75,
142690312385,5.5625,0.875,0.375,
142690342092,0.4375,0.625,0.9375,
142690402083,-1.875,-0.25,0.125,
142690477044,-0.9375,0.625,-0.375,
142690484811,3.75,0,-0.6875,
142690619645,-1.0625,0.875,0.125,
142690694823,1,0.5,1.5,
142690754577,4.75,1.75,1.25,
142690792273,1.3125,1.9375,0.5,
142690859539,-3.0625,0.75,-0.125,
142690904638,-7.1875,-0.3125,0.75,
142690934792,-1.6875,-0.3125,-0.6875,
142690987264,0.6875,-0.75,0.6875,
142691114824,0.25,-0.1875,0.75,
142691211994,-0.9375,-0.625,0.8125,
142691249579,2.75,0.25,0.5625,
