timestamp,roll,pitch,yaw,
142688253398,259,21,65,
142688259706,259,21,64,
142688283442,260,21,64,
142688321285,259,21,64,
142688335184,259,21,64,
142688372069,259,21,64,
142688389384,259,21,64,
142688394865,259,21,64,
142688404989,259,21,65,
142688424724,259,21,65,
142688440144,259,21,65,
142688462253,259,21,65,
142688479039,259,21,65,
142688501432,259,21,65,
142688537298,259,21,65,
142688574545,259,21,65,
142688649532,259,21,65,
142688672198,259,20,65,
142688679758,259,20,65,
142688709584,259,20,65,
142688741381,259,20,65,
142688771522,259,20,64,
142688784609,260,20,64,
142688823531,260,21,64,
142688882312,260,21,63,
142688942079,260,21,64,
142688949739,260,21,64,
142688987312,260,21,64,
142689002103,260,21,63,
142689032050,260,21,63,
142689062139,260,21,64,
142689101238,260,21,63,
142689107075,260,21,63,
142689167166,260,21,63,
142689219522,261,21,63,
142689264546,260,20,63,
142689332302,260,20,63,
142689384658,260,20,63,
142689399873,260,20,64,
142689452342,259,20,64,
142689512146,259,20,64,
142689557117,260,20,64,
142689609593,260,20,63,
142689669769,259,20,65,
142689737166,259,19,64,
142689812009,259,19,64,
142689834663,260,19,64,
142689999830,260,19,63,
142690112061,260,19,64,
142690179884,260,19,64,
142690337060,260,19,64,
142690367116,260,19,64,
142690419544,260,19,65,
142690622301,260,19,65,
142690712233,259,19,65,
142690832127,259,19,66,
142690869622,259,19,66,
142690884694,258,19,66,
142690944886,258,19,67,
142691064808,258,19,66,
142691139787,258,19,66,
142691222068,258,19,66,
