timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
142690099872,4,-13,-77,-103,-13,50,23,0,
142690099872,-5,17,57,127,32,-31,-39,-10,
142690129725,49,103,40,127,114,78,-4,26,
142690129725,11,-10,-128,-101,-37,0,13,1,
142690227242,-7,-55,-22,9,61,4,-16,12,
142690227242,-27,-55,-59,-85,-95,-44,-46,-22,
142690234796,3,16,23,-29,-60,28,56,-4,
142690234796,16,20,52,51,31,-31,-5,27,
142690242029,-8,20,82,92,11,-26,-29,-9,
142690242029,65,83,2,57,127,89,76,49,
142690362226,-8,-23,-15,-16,-67,-53,-57,-8,
142690362226,1,-46,-61,5,17,14,-12,17,
142690429535,-4,4,28,-33,-77,-60,79,16,
142690429535,-5,-5,-54,-7,16,33,-28,-20,
142690497226,-9,13,52,-12,24,-21,17,-4,
142690497226,3,0,-64,-128,-40,25,-66,-2,
142690572013,-14,-23,98,10,77,-55,-27,-13,
142690572013,-20,-44,-128,-67,-97,14,-14,-4,
142690662234,-1,-12,-24,-32,89,34,-43,-4,
142690662234,-29,-48,-65,-57,-128,-122,11,-10,
142690684758,-9,-22,-41,-52,-14,38,-28,2,
142690684758,18,34,121,85,63,35,-30,-6,
142690699727,51,127,127,127,72,42,65,41,
142690699727,-36,-75,-112,-110,76,65,-18,-21,
142690707033,-32,-69,41,59,-64,4,-1,-4,
142690707033,39,109,98,-28,55,49,11,12,
142690766984,-23,-47,-27,-74,-104,-22,-42,-13,
142690766984,4,-24,36,123,-41,29,6,-14,
142690894547,21,63,93,10,-7,64,55,17,
142690894547,22,32,-6,-35,40,-25,27,14,
142691029710,-25,-52,-46,-101,-128,-45,-27,-30,
142691029710,-47,-73,42,80,90,25,3,-30,
142691074741,35,112,103,102,32,-11,-33,25,
142691074741,60,76,38,17,-30,-16,31,48,
142691082205,-19,-23,83,97,43,109,-4,-10,
142691082205,6,8,-30,-37,-41,-105,-50,2,
142691172232,7,26,6,-9,44,19,7,3,
142691172232,-36,-78,-13,-48,-66,-13,15,-6,
142691217186,8,26,54,11,-47,27,4,-1,
142691217186,7,-10,34,127,51,24,48,22,
