timestamp,roll,pitch,yaw,
142688256612,197,167,311,
142688269670,197,167,311,
142688292064,197,167,311,
142688324187,197,167,311,
142688344665,197,167,311,
142688367101,197,167,311,
142688390153,197,167,311,
142688436507,197,167,311,
142688487428,197,167,311,
142688509583,197,167,311,
142688532104,197,167,311,
142688539615,197,167,311,
142688547323,197,167,311,
142688556551,197,167,311,
142688563925,197,166,311,
142688622286,197,166,311,
142688644604,197,166,311,
142688669044,197,166,311,
142688697224,197,166,311,
142688764801,197,166,311,
142688788974,197,166,311,
142688809683,197,166,311,
142688826624,197,166,311,
142688847130,197,166,311,
142688854785,197,166,311,
142688862204,197,166,311,
142688877115,197,166,311,
142688914808,197,165,311,
142688922063,197,165,311,
142688937984,197,165,311,
142688944573,197,165,311,
142688989668,197,165,311,
142689034737,197,165,311,
142689064632,197,165,312,
142689079725,197,165,312,
142689087296,197,165,312,
142689109569,197,165,312,
142689132116,197,165,312,
142689230902,197,165,312,
142689252437,197,165,312,
142689267144,197,165,312,
142689274600,197,165,312,
142689312245,197,165,312,
142689319551,197,164,312,
142689349631,197,164,312,
142689402091,197,164,312,
142689409787,197,164,312,
142689477065,197,164,312,
142689529718,197,164,312,
142689552117,197,164,312,
142689567137,197,164,312,
142689574733,197,164,312,
142689664926,197,164,312,
142689784917,197,164,312,
142689829878,197,164,312,
142689852328,197,163,312,
142689897170,197,163,311,
142689934603,197,163,311,
142689949812,197,163,311,
142689965756,197,162,311,
142690152045,197,162,311,
142690339511,196,162,311,
142690384522,196,162,312,
142690452028,196,161,312,
142690542097,196,161,312,
142690640052,196,161,312,
142690962426,196,161,313,
142691007429,196,161,313,
142691209643,196,162,312,
