timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
142945068241,64,47,-8,5,59,66,82,88,
142945068241,-44,-51,50,-67,-100,-66,-36,-24,
142945081351,24,72,-83,-34,109,70,7,29,
142945081351,14,-15,-61,40,12,54,19,8,
142945103569,-27,-55,-94,-82,-88,-8,-43,-22,
142945103569,16,29,98,71,115,23,23,5,
142945126391,-17,-44,-64,9,-128,-88,-46,-29,
142945126391,-3,-9,-66,-95,-85,-14,10,-8,
142945135751,-1,50,100,127,82,-79,-71,-23,
142945135751,-19,-18,58,76,25,97,40,-25,
142945156083,16,35,-53,-75,-72,-50,-26,13,
142945156083,30,38,59,-11,-42,8,30,86,
142945373810,47,24,-64,-32,-20,-12,-27,32,
142945373810,-114,-128,-85,-8,-116,-86,-45,-80,
142945382566,55,127,83,89,97,78,9,60,
142945382566,33,50,101,98,41,47,64,27,
142945403800,-18,-47,-73,-64,-91,-45,-50,-25,
142945403800,34,19,16,-22,-56,70,44,25,
142945428315,-86,-128,-128,-128,-25,-70,-57,-51,
142945428315,-6,92,127,127,113,-1,73,9,
142945471090,91,127,89,-15,34,77,30,105,
142945471090,-23,-55,-128,-128,-128,-34,14,-44,
142945518416,-19,-57,-58,96,-128,-44,7,4,
142945518416,62,21,120,127,101,6,5,51,
142945553550,-63,-83,-102,-91,-15,88,-1,-37,
142945553550,-31,-34,-87,-103,-125,-120,-61,-56,
142945636346,43,87,127,116,127,90,74,42,
142945636346,11,0,-98,-61,-31,100,12,3,
142945681082,-13,-33,-66,-28,-116,-96,-36,-29,
142945681082,12,14,-62,63,24,-5,5,18,
142945688653,51,102,115,127,86,-35,-36,30,
142945688653,35,50,-30,78,28,-76,42,-6,
142945704938,24,61,127,62,18,35,56,48,
142945704938,-11,-69,-70,-120,-49,-5,0,1,
142945757735,22,33,126,127,90,44,-9,18,
142945757735,47,104,92,16,-29,61,32,35,
142945891270,-38,-85,-101,-94,-40,-27,17,-2,
142945891270,34,22,119,42,52,-2,-82,9,
142945943584,-2,18,34,49,-72,68,49,-6,
142945943584,-15,2,26,-19,-56,-12,-54,-14,
142945988505,-66,-95,-81,1,-128,-25,79,-39,
142945988505,-1,-20,56,28,-113,-23,-56,5,
142946004926,6,42,37,-37,-40,69,-25,0,
142946004926,79,127,127,127,112,30,19,69,
142946033732,-25,-73,-89,-112,-114,-66,-52,-31,
142946033732,-42,-60,102,90,-47,-23,-20,-56,
142946050691,13,31,33,-88,-128,6,28,42,
142946050691,-1,4,-106,-63,127,-22,-9,-11,
142946221062,61,94,127,127,50,53,46,46,
142946221062,9,41,-119,-45,2,34,40,7,
142946260332,4,8,82,-38,-50,-81,-1,21,
142946260332,-1,-69,-28,9,62,127,65,-4,
142946326042,-70,-71,3,-25,-128,-110,-61,-30,
142946326042,43,50,10,-26,-36,13,29,19,
142946335078,-13,-53,-74,32,63,97,12,-7,
142946335078,-51,-2,-124,-94,2,-45,-61,-22,
142946356073,-15,-16,94,44,127,-87,-44,-80,
142946356073,83,127,-12,60,107,10,-16,85,
142946372577,-14,-34,-128,-33,-128,-36,54,-30,
142946372577,-8,-54,15,8,75,2,-61,-11,
142946423765,-35,-39,-28,66,-26,66,15,2,
142946423765,11,37,63,-108,-124,-5,-27,-3,
142946468528,5,12,82,49,-36,-26,8,10,
142946468528,9,7,0,-34,-63,0,-4,2,
142946492435,-14,-22,-104,-101,-30,21,-11,-1,
142946492435,-86,-128,-128,-86,-77,-58,-7,-54,
142946566056,-29,-30,57,-81,-61,-9,-42,-11,
142946566056,-6,-21,60,26,-65,-23,48,-25,
142946582424,50,87,50,121,103,53,-15,40,
142946582424,58,58,-38,-34,-109,34,46,98,
142946678707,-54,-67,-95,20,127,-67,-39,-76,
142946678707,-50,-95,-122,-50,43,16,-50,-30,
142946753506,-1,-13,-19,-11,-128,-56,25,9,
142946753506,13,-18,-46,-16,91,103,11,13,
142946776287,11,60,96,63,41,-25,-5,31,
142946776287,29,62,-9,24,44,-58,-32,-6,
142946791111,-25,-72,38,-128,-126,-48,4,-21,
142946791111,-2,-7,-50,127,-3,59,41,-35,
142946866268,30,56,76,43,66,-16,24,45,
142946866268,-22,-91,-85,-128,-104,-53,-10,43,
142946882669,-44,28,59,60,-18,-17,-3,-95,
142946882669,71,116,127,98,73,66,23,64,
142946911098,-18,-27,-105,-86,-98,1,-51,-59,
142946911098,-27,-55,-7,5,-50,11,-37,-25,
142946935075,30,-28,-82,-57,-11,22,-25,34,
142946935075,-10,39,104,44,-48,-128,15,38,
142946971298,32,-17,-93,-10,-69,36,31,24,
142946971298,-22,-9,-68,-99,122,13,13,-30,
142946979949,-51,-117,-128,-128,-128,-99,-110,-68,
142946979949,-29,39,127,121,-68,-9,19,-45,
142947015974,47,56,-62,84,118,90,55,46,
142947015974,38,45,53,-57,-128,-8,94,33,
142947046025,-64,-88,-104,-70,76,-12,29,-52,
142947046025,69,34,-59,-43,-65,-20,-8,90,
142947069928,-78,-46,34,-1,78,-4,-77,-52,
142947069928,11,3,-66,69,3,60,46,14,
