timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
142944627429,8,1,0,-20,-103,-8,1,2,
142944627429,12,10,8,47,90,27,5,6,
142944641181,-7,-8,-7,-39,-114,33,-1,0,
142944641181,-17,-20,-15,30,118,36,-3,-14,
142944648641,10,12,6,-4,-25,5,5,4,
142944648641,-7,-3,-1,-41,-35,-43,-3,-3,
142944708651,0,-7,-10,11,87,-31,0,-1,
142944708651,13,15,0,-18,-104,-10,5,4,
142944768748,-7,-2,9,26,92,10,-1,-1,
142944768748,-2,-6,-10,-40,2,-2,2,-3,
142944783621,-4,-1,-1,18,21,16,-2,-4,
142944783621,8,5,0,-57,17,34,2,6,
142944801583,-8,-1,-6,-45,-92,27,0,-2,
142944801583,-10,-8,-2,45,126,-3,-5,-6,
142944821113,-8,1,-2,-36,21,10,0,2,
142944821113,-12,-20,-19,-25,71,-37,-4,-11,
142944843663,39,33,25,-12,-34,-54,11,17,
142944843663,-17,-7,-7,-21,-116,-21,-8,-6,
142944866110,-3,-2,-12,-88,-77,-34,-4,0,
142944866110,-4,-5,-4,4,-41,6,-3,-3,
142944873833,-5,-3,-8,22,-19,17,-6,-2,
142944873833,-6,-22,-20,-14,37,-52,-1,-6,
142944881137,8,16,13,-49,-128,1,0,3,
142944881137,-26,-33,-5,50,127,58,-10,-14,
142944890422,25,23,13,35,-24,1,13,13,
142944890422,3,14,13,-4,-12,-7,-3,7,
142944926499,-12,-8,1,27,66,17,-8,-7,
142944926499,7,5,10,58,101,-17,3,8,
142944948541,9,9,5,1,17,22,4,5,
142944948541,10,1,0,67,4,21,4,0,
142944963863,-1,10,-5,-54,-39,-50,-6,-2,
142944963863,-23,-30,-15,12,59,-5,-9,-12,
142944978774,0,-15,-13,2,61,2,2,-2,
142944978774,12,19,14,-26,-128,9,2,4,
142944986102,-8,-13,-8,28,87,-18,-5,-4,
142944986102,9,13,7,-34,-128,-25,-2,5,
142945025440,3,12,-9,-103,-128,-7,2,2,
142945025440,-28,-24,-12,31,127,77,-5,-17,
142945038847,-29,-33,-27,-38,65,-14,-15,-17,
142945038847,1,-9,-8,41,36,-31,3,-2,
142945046133,-6,-10,-14,-20,-21,-6,-3,-4,
142945046133,4,7,10,20,28,26,1,3,
