timestamp,x,y,z,
142944238738,0.973633,0.0776367,0.156738,
142944246420,0.949219,0.10498,0.173828,
142944261372,0.934082,0.147461,0.174316,
142944277491,0.981445,0.111816,0.155762,
142944291350,0.966309,0.0419922,0.16748,
142944301763,0.937988,0.112793,0.155273,
142944324490,0.952148,0.146973,0.181152,
142944351362,0.969238,0.0913086,0.144531,
142944359008,0.961914,0.0825195,0.167969,
142944376637,0.943359,0.143555,0.181641,
142944403772,0.959473,0.0996094,0.154785,
142944426286,0.94873,0.0800781,0.148926,
142944441095,0.927734,0.157227,0.153809,
142944465254,0.969238,0.145996,0.165527,
142944488265,0.964844,0.050293,0.140625,
142944495795,0.954102,0.127441,0.149414,
142944516421,0.951172,0.154297,0.166016,
142944568737,0.94873,0.0737305,0.164062,
142944576192,0.942871,0.0834961,0.143555,
142944651156,0.967773,0.118164,0.165527,
142944733739,0.96582,0.194336,0.156738,
142944786163,0.92627,0.15625,0.17334,
142944823701,0.953613,0.0629883,0.115234,
142944833333,0.957031,0.133789,0.140625,
142944958949,0.93457,0.120605,0.141602,
142945161342,0.943848,0.140625,0.147461,
142945183721,0.969727,0.0649414,0.170898,
142945236262,0.951172,0.123535,0.146973,
142945245521,0.960449,0.0883789,0.144043,
142945266297,0.946777,0.14209,0.178711,
142945318944,0.945312,0.108887,0.149414,
142945431124,0.942383,0.0620117,0.183105,
142945468604,0.975098,0.104492,0.188477,
142945513645,0.945312,0.0986328,0.160645,
142945656241,0.977539,0.0263672,0.177246,
142945821245,0.939453,0.0546875,0.165527,
142945858742,0.931641,0.163086,0.179688,
142945896224,0.952148,0.0478516,0.140137,
142945926230,0.94873,0.153809,0.183594,
142945971092,0.947754,0.081543,0.15918,
142946001071,0.948242,0.132812,0.202637,
142946031153,0.934082,0.0141602,0.100586,
142946128843,0.979004,0.0249023,0.147949,
142946196036,0.986328,0.186035,0.181641,
142946286060,0.949219,0.103516,0.115234,
142946316090,0.918457,0.142578,0.125,
142946338647,1.01318,-0.00195312,0.203125,
142946361345,0.91748,0.065918,0.153809,
142946376113,0.938965,0.196289,0.147949,
142946398713,0.993652,0.0947266,0.188965,
142946428641,0.942871,0.0415039,0.147949,
142946458587,0.938477,0.148438,0.169922,
142946706146,0.992676,0.0234375,0.163086,
142946743600,0.947266,0.0952148,0.165527,
142946766161,0.973145,0.0561523,0.151367,
142946796156,0.95459,0.125488,0.15332,
142946811109,0.981445,0.0844727,0.149414,
142946833645,0.967773,0.0751953,0.14209,
142946856195,0.938477,0.117188,0.173828,
142946886386,0.976562,0.00878906,0.157715,
142946908929,0.957031,0.111816,0.140625,
142946923633,0.948242,0.15332,0.15332,
142946946191,0.972656,0.0600586,0.149902,
142946968861,0.95459,0.074707,0.121094,
142947006061,0.956055,0.126953,0.144043,
142947028891,0.973145,0.15332,0.15625,
142947051120,0.977539,0.0576172,0.129395,
142947096040,0.969727,0.0488281,0.135742,
142947141106,0.953125,0.149414,0.154785,
142947178796,0.964844,0.129395,0.161621,
