timestamp,roll,pitch,yaw,
142944238738,213,23,30,
142944246420,212,23,30,
142944261372,212,23,30,
142944277491,213,23,29,
142944291350,212,23,30,
142944301763,213,23,29,
142944324490,213,23,29,
142944351362,213,23,29,
142944359008,213,23,29,
142944376637,213,23,29,
142944403772,214,23,29,
142944426286,213,23,29,
142944441095,214,23,29,
142944465254,214,23,29,
142944488265,213,23,29,
142944495795,213,23,29,
142944516421,213,23,29,
142944568737,213,23,29,
142944576192,213,23,29,
142944651156,213,23,29,
142944733739,214,22,28,
142944786163,214,22,28,
142944823701,214,22,28,
142944833333,214,22,28,
142944958949,213,22,28,
142945161342,211,22,29,
142945183721,211,23,30,
142945236262,211,23,29,
142945245521,211,23,29,
142945266297,211,23,29,
142945318944,211,23,29,
142945431124,211,23,30,
142945468604,211,23,30,
142945513645,210,23,30,
142945656241,211,23,30,
142945821245,209,23,31,
142945858742,210,23,31,
142945896224,209,23,32,
142945926230,210,23,32,
142945971092,209,23,32,
142946001071,209,23,32,
142946031153,209,23,32,
142946128843,211,23,31,
142946196036,212,23,30,
142946286060,212,23,29,
142946316090,213,23,29,
142946338647,212,22,29,
142946361345,212,22,29,
142946376113,212,22,29,
142946398713,212,22,29,
142946428641,212,21,29,
142946458587,212,22,29,
142946706146,211,21,30,
142946743600,211,21,30,
142946766161,211,21,30,
142946796156,211,21,30,
142946811109,211,21,30,
142946833645,211,21,30,
142946856195,210,21,30,
142946886386,210,21,30,
142946908929,210,21,30,
142946923633,210,21,30,
142946946191,210,20,30,
142946968861,210,20,30,
142947006061,210,20,30,
142947028891,210,20,29,
142947051120,210,20,30,
142947096040,210,20,30,
142947141106,210,20,29,
142947178796,210,20,29,
