timestamp,roll,pitch,yaw,
35926495247,282,44,11,
35926515751,282,44,11,
35926531962,282,44,12,
35926538220,282,44,12,
35926583294,282,44,12,
35926606015,281,44,12,
35926635630,281,44,12,
35926645441,281,44,12,
35926650746,281,44,13,
35926680717,282,44,13,
35926703249,281,44,13,
35926710746,281,44,13,
35926740599,281,44,13,
35926793401,281,44,13,
35926823174,281,44,14,
35926838297,281,44,14,
35926853129,281,44,14,
35926868209,280,44,14,
35926875654,280,44,14,
35926885017,280,44,14,
35926898591,280,44,14,
35926913216,280,44,14,
35926967148,281,44,14,
35927003289,281,44,13,
35927085685,281,44,13,
35927160752,282,45,11,
35927192106,282,45,11,
35927228205,281,45,11,
35927310690,281,44,12,
35927453365,281,46,12,
35927513184,281,46,13,
35927544750,281,46,13,
35927603229,280,45,13,
35927648099,280,45,13,
35927670851,280,45,13,
35927685611,280,45,13,
35927708043,280,45,13,
35927753292,280,45,13,
35927760603,280,45,13,
35927775795,279,45,14,
35927790890,279,45,14,
35927798338,279,45,14,
35927820965,279,45,14,
35927850905,279,45,14,
35927903321,279,45,14,
35927925840,279,45,14,
35927993216,279,45,14,
35928045664,279,45,14,
35928068324,278,45,14,
35928075813,279,45,13,
35928218104,279,45,13,
35928255875,279,45,13,
35928263307,279,45,13,
35928300753,279,44,11,
35928353161,279,44,11,
35928398361,280,44,11,
35928405690,280,44,10,
35928480904,280,43,10,
35928525548,280,43,10,
35928540889,280,43,10,
35928548185,280,44,10,
35928578224,280,44,10,
35928623146,280,44,10,
35928668452,281,44,9,
35928713296,281,44,9,
35928735650,281,43,9,
35928765960,281,43,9,
35928773292,281,43,9,
35928810699,280,44,10,
35928863316,280,44,10,
35928900767,281,44,9,
35929065955,281,44,9,
35929088310,281,44,8,
35929095854,281,44,8,
35929185759,281,44,8,
35929200810,281,44,8,
35929238323,280,44,9,
35929380543,278,44,11,
35929425748,278,44,11,
35929463316,278,45,12,
