timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
83827072542,-11,-13,-12,-10,-9,-5,-8,-6,
83827072542,1,-10,-17,-28,-13,-6,-5,2,
83827079518,-3,-12,-4,11,6,-2,-2,-1,
83827079518,7,12,2,-13,3,3,0,-1,
83827094558,-3,-15,-28,-10,-9,-1,1,-1,
83827094558,-2,7,16,17,9,-4,-3,-4,
83827102058,5,-2,-4,5,1,9,6,5,
83827102058,0,0,11,19,4,-1,-1,-1,
83827109529,-16,-8,-6,-28,-11,-13,-11,-13,
83827109529,13,1,-7,6,3,10,8,9,
83827119047,-1,8,-3,15,7,-9,-12,-7,
83827119047,6,-4,-13,-18,-8,6,8,9,
83827125880,-6,4,15,7,-5,1,3,-1,
83827125880,-14,-13,-18,-11,1,-1,-4,-5,
83827139530,22,-10,-30,-7,3,16,16,19,
83827139530,-1,18,15,-3,-13,-10,-7,-7,
83827147035,-11,-10,24,6,0,-14,-10,-7,
83827147035,5,3,8,28,27,20,14,10,
83827154554,7,18,-30,3,3,2,1,0,
83827154554,-13,-17,-16,-7,-3,-6,-10,-7,
83827169529,3,15,17,-9,-16,-2,-1,-3,
83827169529,2,-5,-17,-25,-15,-6,-5,-2,
83827185932,-14,4,41,24,15,-10,-11,-14,
83827185932,5,-4,-11,-2,-6,6,5,2,
83827199527,-1,-6,1,8,5,2,2,1,
83827199527,-10,-10,-13,-28,-23,-9,-8,-6,
83827214521,1,10,28,29,19,3,1,0,
83827214521,-12,-3,4,2,5,-13,-17,-15,
83827222044,-3,-5,-20,-22,-9,4,4,0,
83827222044,17,4,1,0,-5,2,6,7,
83827231423,-20,2,28,22,-2,-7,-8,-9,
83827231423,10,1,4,-2,3,7,10,9,
83827244559,4,1,-34,9,11,9,3,2,
83827244559,2,-1,-22,-38,-23,-9,-4,-2,
83827253377,-8,5,42,12,-2,-9,-9,-7,
83827253377,-5,-2,1,20,11,6,2,-3,
83827267449,10,-20,-27,-28,-15,-9,1,9,
83827267449,3,13,15,-20,-10,7,6,-1,
83827282023,-10,5,-11,-7,-5,-5,-6,-9,
83827282023,1,0,23,7,-1,4,5,5,
83827291492,-15,-15,-36,-48,-34,-15,-11,-12,
83827291492,-11,-5,17,35,19,-2,-3,-5,
83827297059,20,34,26,16,23,13,2,0,
83827297059,-5,-18,-38,-39,-26,-4,6,4,
83827319618,-10,-3,39,33,10,-2,-3,-6,
83827319618,-5,-1,0,8,2,-14,-15,-10,
83827334503,16,-9,-23,-18,-2,12,14,17,
83827334503,-10,-15,-49,-29,-14,-16,-14,-11,
83827349550,-8,-17,-54,-27,-10,0,1,0,
83827349550,3,-8,0,-13,-14,-5,-5,-3,
83827379529,-10,-12,-33,-33,-17,-9,-5,-6,
83827379529,-2,7,58,44,25,13,11,1,
83827409753,-16,-26,-17,-38,-15,-8,-4,-5,
83827409753,2,9,32,38,13,0,-2,-5,
83827424517,6,10,24,27,22,6,-2,-3,
83827424517,-6,-5,-18,-12,-13,-11,-4,-3,
83827432082,12,-1,-12,1,-4,4,2,4,
83827432082,-3,13,20,-8,-12,5,4,1,
83827446988,8,21,49,51,29,9,2,3,
83827446988,-1,-15,-65,-58,-28,-14,-7,-2,
83827476940,0,5,-3,16,7,-1,-1,-1,
83827476940,5,4,8,29,16,8,1,-2,
83827484485,0,0,-8,-35,-13,8,8,6,
83827484485,-4,-9,2,23,6,-2,0,-1,
83827499448,-24,-5,11,7,8,-5,-7,-10,
83827499448,10,-1,5,7,8,6,8,9,
83827506944,-4,-11,-28,-16,-13,-10,-8,-3,
83827506944,-18,-6,5,0,-3,-8,-14,-16,
83827514493,-10,-3,-18,26,12,2,0,-5,
83827514493,12,20,5,24,22,5,0,6,
83827536921,-5,-16,-18,-22,-19,-11,-9,-6,
83827536921,-20,-24,-15,-16,-20,-17,-16,-15,
83827544489,9,-5,-2,-3,8,10,12,9,
83827544489,16,24,12,20,13,12,9,9,
83827574626,-1,7,0,-1,0,-1,4,1,
83827574626,-18,-14,-7,-31,-22,-8,-13,-15,
83827581990,-23,-25,-8,-9,-15,-15,-10,-11,
83827581990,8,6,-34,20,29,9,1,1,
83827589421,2,11,52,42,16,4,1,1,
83827589421,-9,0,-6,-33,-10,-9,-9,-8,
83827611987,1,-13,-28,-1,-4,4,1,4,
83827611987,2,5,0,1,14,9,7,7,
83827619489,-11,-2,9,-9,-1,-3,-4,-9,
83827619489,0,-8,9,15,7,3,6,5,
83827626922,8,3,-35,7,5,-3,-2,-1,
83827626922,-7,-5,25,9,0,8,8,3,
83827649417,3,15,-10,-9,-1,-6,-5,-2,
83827649417,7,-5,-6,4,-6,4,6,7,
83827664465,7,3,-13,-17,-1,4,1,2,
83827664465,-6,12,44,35,5,4,6,1,
83827679456,15,19,59,34,23,17,17,19,
83827679456,-4,-1,-20,3,2,3,0,-2,
83827686960,6,-7,-7,-12,-7,5,3,5,
83827686960,-11,-21,-27,-34,-23,-7,-6,-5,
83827694417,11,26,39,27,19,15,12,8,
83827694417,-7,-12,-4,-5,-2,0,-1,1,
83827709513,-5,-3,-18,4,-6,-3,-4,-7,
83827709513,-5,-2,-13,-7,2,-10,-9,-7,
83827716976,-10,-28,-48,-70,-40,-20,-10,-11,
83827716976,13,4,42,50,21,23,18,15,
83827739502,2,25,15,15,14,5,2,0,
83827739502,15,-5,-18,-11,-1,-2,-2,7,
83827746938,-5,-3,9,14,8,-4,-6,-4,
83827746938,-11,5,19,-14,-10,-5,-5,-10,
83827761972,-4,-18,-32,-17,-9,-11,-8,-2,
83827761972,1,2,12,-6,-5,-1,1,3,
83827776950,-10,9,36,15,2,-6,-10,-12,
83827776950,-4,-15,-25,-6,5,-1,-1,4,
83827784451,11,9,-19,9,-1,4,3,4,
83827784451,-20,-20,-23,-15,-11,-6,-2,-9,
83827791991,8,-3,-11,-1,4,-2,0,3,
83827791991,-3,4,21,4,0,8,3,-1,
83827799405,-2,6,13,-18,-18,-4,2,-1,
83827799405,14,32,58,52,36,12,5,6,
83827821944,-12,-18,-8,-1,-6,-12,-13,-11,
83827821944,-6,7,17,-1,3,-8,-6,-6,
83827836940,0,-1,-15,8,21,0,-8,-5,
83827836940,-1,12,31,6,-11,8,9,0,
83827851992,0,-11,2,-3,-6,0,1,4,
83827851992,14,-4,-26,-13,-9,-6,-1,5,
83827866945,1,-19,-33,-22,-11,0,5,6,
83827866945,-17,-13,-22,-13,-4,-12,-11,-13,
83827882054,-19,-19,4,11,2,-1,-1,-5,
83827882054,3,4,-4,-9,3,0,0,1,
83827897182,8,29,34,47,33,12,12,5,
83827897182,-6,-4,-20,-9,-20,-4,-6,-7,
83827912133,-7,-36,-36,-49,-35,-20,-8,-4,
83827912133,7,35,81,65,49,14,6,9,
83827919600,4,-10,-42,-23,-9,6,1,2,
83827919600,-7,-17,-38,-21,-11,-9,-3,-1,
83827934696,12,16,37,35,33,10,10,8,
83827934696,-8,-4,-9,-5,-8,2,-2,-6,
83827949681,-14,-26,-47,-29,-21,-20,-17,-11,
83827949681,5,11,22,19,21,16,10,6,
83827956983,2,-6,-18,-36,-17,0,-1,-4,
83827956983,11,4,-12,-10,-8,2,6,8,
83827979515,-4,9,26,38,20,-3,-4,-2,
83827979515,-6,6,11,3,1,4,-5,-9,
83828002146,-17,-14,0,-18,-12,-5,-6,-10,
83828002146,16,17,16,13,14,-2,2,9,
83828032164,-6,-13,-52,-46,-31,-17,-11,-6,
83828032164,-17,-17,-4,-21,-12,-2,-4,-10,
83828046974,6,7,18,42,21,7,9,5,
83828046974,12,13,-5,-12,-5,-10,-5,0,
83828054470,-11,-20,-7,-16,-12,3,4,1,
83828054470,10,-16,-13,23,22,2,2,6,
83828069699,8,5,27,10,-5,-4,-2,6,
83828069699,0,9,14,19,10,2,-1,-2,
83828077200,-10,-22,-25,-14,-2,1,0,0,
83828077200,-5,-13,-34,-33,-17,-5,3,0,
83828084620,-4,4,-1,27,23,0,-11,-10,
83828084620,-9,10,21,9,-6,4,-1,-9,
83828099714,19,-2,-24,-23,-7,5,7,15,
83828099714,-1,9,21,16,4,2,3,0,
83828114624,-9,-6,-22,-62,-32,-12,-6,-5,
83828114624,-22,-29,-5,11,6,-1,-4,-5,
83828129556,3,-7,-2,-22,-10,5,6,5,
83828129556,-8,-4,-15,-24,-18,-9,-4,-7,
83828144716,-17,-10,8,16,9,7,1,-7,
83828144716,15,3,4,20,6,1,0,5,
83828152191,-5,-24,-24,-16,3,2,2,0,
83828152191,3,22,30,5,-8,3,2,-2,
83828174507,-7,-17,-17,-32,-20,-11,-5,-4,
83828174507,4,9,7,5,0,0,-2,-1,
83828219705,9,-1,8,24,2,4,11,8,
83828219705,-15,-2,15,15,7,-9,-12,-15,
83828242068,4,-18,-20,-34,-13,-1,-1,5,
83828242068,-10,0,-19,-10,-13,3,3,-3,
83828249678,0,23,65,38,18,7,1,-2,
83828249678,3,6,-6,-1,7,-1,-3,-1,
83828272063,9,5,-2,2,8,11,15,10,
83828272063,14,22,0,16,1,7,5,4,
83828279531,0,14,22,10,4,6,2,0,
83828279531,-1,-5,9,-16,-18,-19,-10,-5,
83828294679,-6,-26,-10,11,7,-13,-11,-3,
83828294679,19,35,29,40,32,23,17,14,
83828302128,-10,-13,-55,-57,-28,-25,-18,-13,
83828302128,-8,-23,-15,-7,-7,2,5,-2,
83828324677,9,21,24,27,15,6,2,1,
83828324677,-4,4,33,-9,-9,-1,-1,-2,
83828339429,2,-18,-48,-8,-6,-3,-1,1,
83828339429,-6,18,27,17,16,0,-5,-7,
83828354652,11,-5,-40,-35,-17,-4,-2,5,
83828354652,2,-4,11,37,21,4,1,1,
83828377158,-8,-3,-1,-12,2,-2,-2,-6,
83828377158,-3,10,30,14,-5,-4,0,-1,
83828384663,6,-2,34,45,30,10,11,10,
83828384663,20,32,23,47,36,15,5,10,
83828392024,11,36,39,17,7,2,-1,2,
83828392024,-4,5,19,7,2,-5,-4,-1,
83828399680,-10,-21,-40,-40,-26,-12,-8,-7,
83828399680,-12,-27,-36,-27,-18,-9,-6,-7,
83828406938,1,14,24,9,8,2,3,-1,
83828406938,1,-7,-19,2,-4,-16,-12,-8,
83828422083,5,8,24,1,1,4,5,3,
83828422083,1,-1,-11,-6,-8,5,7,4,
83828436966,7,15,35,31,15,11,7,6,
83828436966,0,1,-2,-8,-3,-3,-4,-3,
83828444654,-5,-15,-19,-29,-21,-12,-7,-4,
83828444654,-9,-17,3,15,15,2,1,-4,
83828474709,12,20,3,23,7,0,-2,3,
83828474709,4,-3,17,12,10,-1,0,2,
83828482176,4,0,7,-5,-9,0,1,-1,
83828482176,1,-25,-32,-24,-16,-2,2,6,
83828496959,-15,3,11,15,11,7,4,-3,
83828496959,-6,-6,-8,-16,-5,-17,-19,-14,
83828519528,-17,-33,-21,-25,-26,-17,-9,-8,
83828519528,-1,0,-9,14,24,9,5,0,
83828542153,-2,1,5,7,5,-2,-2,-2,
83828542153,8,5,6,-15,-10,-4,-2,5,
83828549721,-17,-31,-47,-37,-15,-11,-10,-10,
83828549721,17,21,-2,16,13,17,13,7,
83828557062,-8,-2,6,-8,-17,-12,-5,-8,
83828557062,0,11,52,42,17,8,2,-1,
