timestamp,x,y,z,
21908358509,-0.5,-1.625,2.1875,
21908389614,-0.9375,-1.875,1.8125,
21908410877,-0.625,-1.6875,1.5,
21908442627,-1.375,-0.5,1.3125,
21908457704,0.375,0.375,0.1875,
21908465822,2.1875,1.0625,0.75,
21908489006,-0.1875,2.1875,2.125,
21908538586,0.75,1.9375,0.9375,
21908545911,0.625,1.6875,0.125,
21908554755,1.8125,2.125,-0.0625,
21908592735,2.5625,2.0625,1.8125,
21908621165,2.75,2,1.5,
21908635845,0.3125,1.3125,1.0625,
21908661401,3.25,1.375,-0.625,
21908688224,2.3125,0.5,0.375,
21908710933,0.875,0.625,0.75,
21908725973,2.5,0.5625,-1.0625,
21908740810,1,0.9375,-1.0625,
21908764832,2.5,0.3125,-1.1875,
21908795295,4.125,0.125,-1,
21908808464,2.75,0.8125,-0.625,
21908830852,2.8125,0.1875,-0.875,
21908838563,2.8125,0.4375,-1.5,
21908845934,3.625,0.375,-2.0625,
21908876090,2.375,1.0625,-1,
21908891169,2.6875,0.9375,-1.1875,
21908913352,1.9375,1.1875,-1.6875,
21908935821,1.1875,0.0625,-1.625,
21908966059,0.875,-0.25,-0.625,
21908988510,0.6875,-0.8125,-0.125,
21909010892,2.5625,-1.5,-0.4375,
21909025793,1.25,-0.5,1.5,
21909048428,3.8125,-0.75,0,
21909063416,3.3125,-1.3125,-0.0625,
21909085981,1.4375,-1.5,0.9375,
21909115788,3.5,-1.125,1.25,
21909138283,3.625,-1.25,1.375,
21909153211,2.6875,-1.8125,-0.375,
21909175891,2.625,-1.9375,0.3125,
21909190722,2.6875,-2.1875,0.1875,
21909213348,4.9375,-1.875,0.1875,
21909235933,3.375,-1.625,1.25,
21909250971,2.8125,-1.3125,0.25,
21909280811,3.6875,-1.6875,1.6875,
21909303229,3.5625,-2.25,2,
21909333277,0.875,-2.6875,1.875,
21909355823,0.1875,-1.1875,1.5625,
21909378290,2.125,-1.125,1.875,
21909401012,2.0625,-1.75,3.125,
21909415736,0.625,-1.375,2.6875,
21909445820,1.4375,-1,2,
21909468278,3.25,-0.8125,3.625,
21909490820,2.6875,-0.125,4.3125,
21909505914,2.875,0.625,5,
21909535746,3.625,-0.4375,2.875,
