timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
21908578202,1,-13,16,-10,1,4,3,2,
21908578202,1,23,8,12,-1,-1,0,3,
21908593567,-16,-18,-31,-67,-21,-10,-8,-13,
21908593567,15,5,7,-105,-39,-1,4,8,
21908608265,-5,9,38,75,33,1,-6,-8,
21908608265,3,-18,-15,26,-10,3,3,3,
21908623531,-9,3,32,59,10,-13,-3,-1,
21908623531,-7,0,-9,-1,-7,-2,-3,-6,
21908639847,-5,5,5,10,-8,4,-2,-2,
21908639847,10,18,3,10,15,7,3,4,
21908668422,-13,-38,-89,-48,-18,0,-2,-8,
21908668422,-4,-11,-12,-21,-17,-19,-6,1,
21908675943,18,23,26,-15,19,18,11,9,
21908675943,-14,1,15,26,9,2,-5,-13,
21908683266,12,-2,-15,22,0,1,1,5,
21908683266,4,15,29,25,-5,-3,2,3,
21908690805,-13,-13,5,10,0,-5,-5,-8,
21908690805,8,14,20,61,18,9,2,5,
21908698445,6,19,9,36,16,14,2,2,
21908698445,-10,-16,-12,-27,1,-4,-4,-9,
21908707724,1,-5,-16,-100,-24,-8,-1,2,
21908707724,-1,-9,4,71,30,4,0,1,
21908713433,-5,-35,-42,38,23,-4,-4,-3,
21908713433,0,9,-28,-5,16,10,1,-1,
21908722818,-1,14,70,37,-3,-7,-7,-5,
21908722818,4,25,2,-16,2,10,5,0,
21908728329,-16,-33,-45,-28,-29,-10,-4,-8,
21908728329,9,-11,16,-3,-6,1,4,8,
21908750944,10,2,-11,-15,10,8,5,8,
21908750944,-6,-27,-17,-42,-16,-2,-1,-1,
21908758274,1,31,42,52,11,-6,-7,-2,
21908758274,-11,14,14,0,-6,-1,-3,-7,
21908768803,4,-8,-44,-49,-5,-1,0,-1,
21908768803,2,-14,8,46,7,-7,-2,1,
21908773725,-6,-2,0,22,-9,4,-2,-4,
21908773725,1,-20,-37,-30,-1,1,0,-2,
21908788468,3,23,33,17,6,4,2,3,
21908788468,0,0,-17,-2,10,8,4,-1,
21908796106,-4,-2,-11,-52,-25,-10,-2,0,
21908796106,-5,-4,17,37,5,3,0,-2,
21908803272,-12,3,19,34,8,-2,-2,-5,
21908803272,-4,1,0,-33,-27,-11,-4,-4,
21908810874,-6,3,-45,-83,10,5,-1,-3,
21908810874,-13,-16,-9,21,-7,-3,-6,-7,
21908819644,7,5,41,57,11,2,3,6,
21908819644,1,-4,-17,2,-2,-3,-2,0,
21908825985,-3,-17,-22,-32,-43,-13,0,1,
21908825985,1,-6,-32,-98,17,3,1,-2,
21908848259,-5,13,36,6,4,-7,-9,-6,
21908848259,10,33,43,88,35,20,10,7,
21908856014,-1,-26,-42,-24,-14,-11,-3,-3,
21908856014,-2,-3,4,29,-8,0,1,-1,
21908870928,8,-8,-13,-13,-11,3,4,7,
21908870928,-6,-21,-6,-46,-30,-8,-8,-8,
21908887320,11,27,25,39,37,2,3,7,
21908887320,-11,11,18,2,-7,-7,-6,-7,
21908901398,-8,-27,-53,-32,-27,-14,-5,-4,
21908901398,4,-2,-19,-27,10,-2,0,3,
21908915954,7,8,45,51,21,4,-2,0,
21908915954,-7,17,26,33,8,6,0,-3,
21908930763,0,11,9,43,7,2,-4,-4,
21908930763,-9,-31,-51,-59,-11,-6,-4,-5,
21908960903,-1,-1,7,-3,-22,-7,0,-2,
21908960903,14,19,19,23,8,4,4,8,
21908968504,-2,-17,-38,-68,-41,-7,0,-1,
21908968504,-5,5,45,-10,7,-1,-2,-2,
21908998602,0,-3,-13,25,13,15,3,-2,
21908998602,0,7,40,47,3,-13,-8,-2,
21909013347,5,9,-3,11,7,1,4,1,
21909013347,-7,-19,-62,-47,-24,-6,-4,-4,
21909028259,-4,6,1,-10,-11,-8,-5,-9,
21909028259,-8,1,-8,-8,-9,-7,-3,-3,
21909035993,-1,-21,-28,16,-8,-2,-2,-1,
21909035993,-1,-8,8,35,11,4,4,2,
21909050727,-2,-3,25,40,9,-3,-4,-4,
21909050727,-6,-25,-12,-16,-15,-6,-1,-3,
21909058208,0,-3,-12,13,2,-6,-2,-5,
21909058208,-7,-21,-27,-15,-11,-4,-4,-1,
21909073190,-9,-24,-57,-42,-19,-7,-9,-10,
21909073190,4,6,15,3,-7,2,2,5,
21909088379,-1,6,-32,-8,-1,5,0,-1,
21909088379,-3,-10,-30,-69,-21,-12,0,0,
21909095695,-6,-20,-12,47,3,-6,-9,-9,
21909095695,8,31,46,39,43,21,7,5,
21909118424,-10,-30,-34,-13,-22,-16,-5,-3,
21909118424,2,-3,-11,-24,-13,-6,-1,1,
21909133244,-17,20,14,-28,4,-6,-12,-13,
21909133244,-2,-19,-21,32,-11,-4,1,-3,
21909148136,-2,5,28,-16,-24,-9,-3,-2,
21909148136,4,-5,-34,-33,-26,-5,3,3,
21909170804,6,-11,-37,-25,26,5,2,4,
21909170804,-16,8,37,54,0,-5,-10,-8,
21909193160,2,21,35,41,6,6,4,2,
21909193160,5,-3,-32,-49,-22,-1,1,1,
21909215741,-5,-24,-39,-32,-13,-8,-1,-2,
21909215741,1,27,51,15,26,7,1,0,
21909223223,2,9,-1,31,10,4,2,-2,
21909223223,-1,-17,-13,-18,-11,-4,-3,-2,
21909245778,5,15,8,3,-7,9,9,5,
21909245778,3,19,34,-13,5,-1,1,2,
21909260806,-1,-15,-22,-7,-8,-1,-2,1,
21909260806,4,10,40,37,7,1,2,3,
21909268388,1,-14,-43,-39,-7,-4,-1,3,
21909268388,-9,-15,-11,-19,-20,-11,-6,-6,
21909283390,-4,-25,-24,-25,-11,-7,-6,-4,
21909283390,1,6,19,3,-18,1,3,3,
21909298252,-8,-31,-66,-61,7,-2,-1,-2,
21909298252,-2,-17,-57,-28,-13,-11,-5,-2,
