timestamp,roll,pitch,yaw,
21908360771,299,53,356,
21908395701,299,53,356,
21908398484,299,53,356,
21908414766,299,53,356,
21908435957,299,53,356,
21908461637,299,53,356,
21908475254,299,53,356,
21908497342,299,53,356,
21908520674,299,53,356,
21908563326,299,53,356,
21908570896,299,53,356,
21908653643,299,53,356,
21908736028,298,53,357,
21908780847,298,53,357,
21908840933,298,53,357,
21908863342,298,53,357,
21908945816,298,54,357,
21909006032,298,54,357,
21909043489,298,54,357,
21909080801,298,54,357,
21909103281,298,54,357,
21909125747,298,54,357,
21909140757,298,54,357,
21909178236,298,54,357,
21909238237,298,54,357,
21909275937,298,54,357,
21909290826,298,54,357,
21909320762,298,54,357,
21909351020,298,54,357,
21909365728,298,54,357,
21909380802,298,54,357,
21909395871,298,54,357,
21909410767,298,54,357,
21909440795,298,54,357,
21909485954,298,54,357,
21909523253,298,54,357,
21909530709,298,54,357,
21909560981,298,55,357,
21909590955,298,55,357,
21909620793,298,55,357,
21909628248,298,55,357,
21909643280,298,55,358,
21909688448,298,55,358,
21909718423,298,55,358,
21909763468,298,55,358,
21909800840,298,55,358,
21909838319,297,55,358,
21909845762,297,55,358,
21909868264,297,55,359,
21909890737,297,55,359,
21909928470,297,55,359,
21909995724,297,56,358,
21910025772,297,56,358,
21910123230,298,56,358,
21910198229,298,57,358,
21910213243,298,57,358,
21910258257,298,57,358,
21910303217,298,58,358,
21910363296,298,58,358,
21910400762,298,58,359,
21910445975,297,58,359,
21910483258,297,58,359,
21910505788,297,58,359,
21910543340,297,59,359,
21910573498,297,59,0,
21910633287,297,59,0,
21910655831,297,59,0,
21910685860,297,59,0,
21910768305,297,59,0,
21910783258,297,59,0,
21910813458,297,59,0,
21910835861,297,59,0,
21910903226,297,59,0,
21910985844,297,59,359,
21911030796,297,59,359,
21911068376,297,59,359,
21911105662,297,59,359,
21911128360,297,59,359,
21911165843,297,59,359,
21911195780,297,59,359,
21911271003,297,59,359,
