timestamp,roll,pitch,yaw,
21908358509,220,166,322,
21908389614,220,166,322,
21908410877,220,166,322,
21908442627,220,166,322,
21908457704,220,166,322,
21908465822,220,166,322,
21908489006,220,166,322,
21908538586,220,166,322,
21908545911,220,166,322,
21908554755,220,167,322,
21908592735,220,167,322,
21908621165,220,167,322,
21908635845,220,167,322,
21908661401,220,167,322,
21908688224,220,167,322,
21908710933,220,167,322,
21908725973,220,167,322,
21908740810,220,167,322,
21908764832,220,167,322,
21908795295,220,167,322,
21908808464,221,167,322,
21908830852,221,167,322,
21908838563,221,167,322,
21908845934,221,167,322,
21908876090,221,167,322,
21908891169,221,167,322,
21908913352,221,167,322,
21908935821,221,168,322,
21908966059,221,168,322,
21908988510,221,168,322,
21909010892,221,167,322,
21909025793,221,167,322,
21909048428,221,167,322,
21909063416,221,167,322,
21909085981,221,167,322,
21909115788,221,167,322,
21909138283,221,167,322,
21909153211,221,167,322,
21909175891,221,167,322,
21909190722,221,167,322,
21909213348,222,167,322,
21909235933,222,167,322,
21909250971,222,167,322,
21909280811,222,167,322,
21909303229,222,167,322,
21909333277,222,166,322,
21909355823,222,166,322,
21909378290,222,166,322,
21909401012,222,166,322,
21909415736,222,166,322,
21909445820,222,166,322,
21909468278,222,166,322,
21909490820,222,166,322,
21909505914,222,166,322,
21909535746,222,165,323,
21909550834,222,165,323,
21909573352,222,165,323,
21909595817,222,165,323,
21909625846,222,165,323,
21909648517,222,165,323,
21909678270,223,165,323,
21909693535,223,165,323,
21909730963,223,166,323,
21909745841,223,166,323,
21909768320,223,166,323,
21909790877,223,166,323,
21909813312,223,166,323,
21909835760,223,166,323,
21909850742,223,166,323,
21909880743,223,166,323,
21909903205,223,166,323,
21909925764,223,166,323,
21909933211,223,166,323,
21909963255,223,166,323,
21909985787,223,166,323,
21910000745,223,165,323,
21910023196,223,165,323,
21910038260,223,165,323,
21910053230,223,165,323,
21910075777,223,165,323,
21910098219,223,165,323,
21910120732,223,164,323,
21910143158,223,164,323,
21910150748,223,164,323,
21910173243,223,164,323,
21910195797,223,164,323,
21910218178,223,164,323,
21910240740,223,164,323,
21910248166,224,164,323,
21910270983,224,164,323,
21910293362,224,164,323,
21910315884,224,164,323,
21910338265,224,164,323,
21910353253,224,164,323,
21910368274,224,164,323,
21910390820,224,164,323,
21910413287,224,164,323,
21910436465,224,164,323,
21910458277,224,164,323,
21910465966,224,164,323,
21910488506,224,164,323,
21910510809,224,164,323,
21910540794,224,164,323,
21910563550,224,164,323,
21910571027,224,164,323,
21910593333,224,164,323,
21910615761,224,164,323,
21910638211,224,164,323,
21910660795,224,164,323,
21910668426,224,164,323,
21910691024,224,164,323,
21910720962,224,164,323,
21910751031,224,164,323,
21910773391,224,164,323,
21910795921,224,164,323,
21910818264,224,164,323,
21910840939,224,164,323,
21910870860,224,164,323,
21910893318,224,164,323,
21910900804,224,164,323,
21910923275,224,164,323,
21910938431,224,164,323,
21910960802,224,164,323,
21910983293,224,164,323,
21910990904,224,164,323,
21911020859,224,164,323,
21911043272,224,164,323,
21911065941,224,164,323,
21911088449,224,164,323,
21911095885,224,164,323,
21911110831,224,164,323,
21911133217,224,164,323,
21911163303,224,164,323,
21911185866,224,164,323,
21911223372,224,164,323,
21911230990,224,164,323,
21911253436,224,164,323,
21911283452,224,164,323,
21911305785,224,164,323,
21911320645,224,164,323,
21911343365,224,164,323,
