timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
21908589554,-8,-15,-81,-84,14,-10,-3,-17,
21908589554,5,0,15,-6,-6,-2,14,-13,
21908595865,7,25,12,35,-17,4,-1,8,
21908595865,-4,-11,2,-74,9,-4,-2,-5,
21908618284,-1,9,18,16,-54,-14,2,-10,
21908618284,-5,7,-16,18,34,-3,1,-1,
21908625859,-3,-38,-1,10,-7,0,4,-3,
21908625859,11,52,33,67,0,9,-7,21,
21908633300,6,-30,-46,-29,13,4,-12,13,
21908633300,-11,-4,-9,-66,-10,-9,-4,-18,
21908657346,2,30,42,24,12,0,0,1,
21908657346,0,15,-48,-11,4,3,1,-4,
21908663836,-2,-15,21,51,4,5,1,2,
21908663836,-11,-37,-21,-8,-11,-6,-4,6,
21908685668,-4,-13,5,31,-8,-3,8,-6,
21908685668,13,34,25,23,26,9,-1,5,
21908693406,2,27,-5,19,-8,-7,-5,1,
21908693406,-15,-55,-10,-22,-1,1,-4,-8,
21908715961,4,6,-4,6,15,3,-6,9,
21908715961,-9,-31,-17,-45,11,4,2,-13,
21908723676,-1,12,-16,51,-30,-1,8,7,
21908723676,3,13,35,-47,-3,-2,-5,3,
21908732161,3,21,39,-46,23,2,-1,-5,
21908732161,5,36,-10,37,-29,-5,-7,6,
21908745748,-10,-45,-19,-30,-6,-11,-1,-18,
21908745748,1,-31,-29,36,3,0,5,-5,
21908760997,8,-2,-20,7,5,0,-6,8,
21908760997,-8,-14,-29,-26,-12,-5,-4,-4,
21908771682,-1,36,58,-16,3,0,-3,-8,
21908771682,-8,-51,-12,16,8,-12,2,-19,
21908775829,4,12,-16,-22,-25,-1,3,-2,
21908775829,1,4,20,17,-38,-3,-2,4,
21908792279,-2,5,0,-16,26,0,-2,-5,
21908792279,-6,-36,-36,20,-10,-7,0,-6,
21908798585,0,13,28,40,0,4,-1,7,
21908798585,1,15,14,-29,0,2,-7,3,
21908805921,-2,-19,-1,-36,-1,-1,-2,2,
21908805921,-9,-1,10,-3,4,-3,-5,1,
21908828243,-1,1,2,-42,-15,-3,-1,-13,
21908828243,0,1,2,21,5,4,6,-1,
21908835769,5,15,-7,29,-3,-1,0,6,
21908835769,0,2,5,22,6,1,-6,9,
21908852100,-8,-1,-25,-92,22,-8,-14,-3,
21908852100,-6,-36,-9,17,-27,-9,3,-18,
21908866108,-5,-10,-13,49,-4,1,7,-1,
21908866108,4,22,22,-32,-7,4,-2,-3,
21908873380,6,14,44,27,6,4,0,-2,
21908873380,0,7,-5,0,6,-1,-4,1,
21908890469,4,8,-7,-19,10,-5,-2,-1,
21908890469,-7,-36,-27,35,8,-1,4,-3,
21908895735,-7,-12,-3,-29,-18,6,4,-2,
21908895735,9,39,20,6,-3,-2,-9,13,
21908903212,-15,0,10,-36,-2,-1,-9,-7,
21908903212,-2,-2,-27,32,-1,-6,2,-5,
21908933598,-14,-43,-6,-24,-17,-16,6,-17,
21908933598,-3,-12,-2,31,5,2,1,-1,
21908940938,3,-4,-29,30,19,8,1,7,
21908940938,3,15,16,-63,-6,2,-3,2,
21908948425,6,21,-26,-15,10,-4,-4,4,
21908948425,-11,-27,-13,-24,-14,-5,-8,-12,
21908955924,2,6,7,29,-18,-14,9,-17,
21908955924,3,-9,37,17,7,4,0,8,
21908963328,3,26,-17,-5,4,-1,-3,-3,
21908963328,0,-28,-17,6,6,5,1,1,
21908978260,2,0,18,64,1,9,-9,15,
21908978260,-3,22,-14,-75,-12,-8,-8,-1,
21908994534,-8,-14,-1,22,6,1,2,-13,
21908994534,2,-5,5,0,-5,0,6,-3,
21909008204,12,69,72,38,18,7,-1,9,
21909008204,2,-14,-59,-39,9,1,-7,13,
21909015897,-23,-76,-40,-31,-40,-14,1,-13,
21909015897,0,10,-2,8,2,-5,3,-9,
21909038271,1,9,23,-10,-9,4,3,-2,
21909038271,4,37,13,42,5,2,1,0,
21909045836,-23,-69,-47,-56,-1,-16,-2,-23,
21909045836,-13,-45,-28,1,-23,-12,10,-24,
21909068505,3,31,33,-13,5,4,-12,8,
21909068505,1,-1,-10,2,13,-2,-4,-4,
21909075733,-4,2,13,20,-16,-5,4,-17,
21909075733,-3,7,-5,-40,0,-1,1,-2,
21909083164,-3,-29,-8,7,0,-9,2,-11,
21909083164,2,7,-1,4,-7,5,4,6,
21909105883,-8,-34,-10,7,-47,-5,3,-8,
21909105883,-2,7,-32,-43,-7,-5,-5,0,
21909113310,4,8,13,-8,0,3,0,-4,
21909113310,6,10,17,18,15,5,-3,5,
21909128215,-3,-24,-8,-24,-13,-6,3,-5,
