weight,trial,C1,C2,C3,C4,C5,C6,C7,C8
1,0,5.251602025158701,9.17720243811672,13.81076936397567,27.16709783727166,16.269396067505276,4.871556785307019,3.308881232958931,3.8117314172987475
1,0,6.481786655921907,9.273768361671845,15.952396997458827,33.26088011224705,21.2809910885802,6.8803163861594,4.428724927127641,4.9814932925487785
1,0,7.66756573497008,8.862054678932491,16.856108434655347,32.7875370453163,17.10330205891862,6.402978448058138,4.205189916984667,5.4632465358907405
1,0,8.217922306638917,10.051828362186845,21.57862202658641,46.18448578443532,21.055236800915463,6.568341463036095,5.127972423305189,6.2049089528181485
1,0,8.623258108135879,9.842226740504003,19.84054836495519,39.10941484844241,18.576250985821023,7.366900531646467,5.606556384628643,6.6338892630809205
1,0,6.966667707041914,8.91543757198183,14.428805303788222,28.866790438127005,16.312193712232574,6.696918661182394,5.08050623398971,5.681870822823518
1,0,6.98724400265033,9.688487491969314,17.86767363453497,33.09644548912949,17.138219682631203,6.793808102459883,5.190409135889644,5.959951338575383
1,0,5.634451165270968,8.101695096335375,16.50774081746038,26.62461696091284,14.990593413950812,6.139561653547561,4.160248809447822,4.033394554044946
1,0,6.60522335850724,9.489350483296938,20.071881011744097,33.18538133617585,14.846381690326265,5.274338977887094,4.242231242650744,4.6851662510000995
1,0,7.141332293964843,7.849680064240307,14.449127519196479,29.402854787184705,14.830596729331551,4.950330310625211,4.928572131423935,5.645174840916535
1,0,6.743300220234847,8.854672931679596,17.18809770161303,34.342836676810315,16.022450152796637,4.7198747492625195,5.104531092690617,5.752630424696523
1,0,7.660637004470082,10.48460283177398,19.826246000592583,34.99330432138737,15.391194746664242,5.14983875485211,5.935302795632803,6.797883390362789
1,0,7.476874857014121,12.110315346410447,19.070771521114022,30.789539284793186,13.728579875426952,5.210076454782848,5.278404265391806,6.01467559884152
1,0,6.164592077951587,13.795371938224113,23.74877415003354,37.839636064684015,15.729794448195683,5.720432661520391,4.271576538920377,4.875993755616228
1,0,5.663299589996775,13.80216611530709,24.688281220554547,39.56750379438378,17.999591787086167,5.595399997891896,3.96747389059295,4.137074650051898
1,0,5.67880530542134,8.979839437561925,16.709332227257853,30.590969190313054,16.39314605739567,5.293051058504747,4.113303263147511,4.380768039472606
1,0,6.5651403637298165,10.253869664795522,17.743937545418316,28.451761031276483,14.812556801369425,5.145397439825181,4.641569534109543,5.222181018591027
1,0,4.946589886597394,7.560470135083765,14.592290640947716,24.9831338913164,15.67086619931181,5.342229528334456,3.636331648896336,4.130363117896472
1,0,4.3302946829393925,5.791333956832291,12.353481150497608,27.13149178067209,17.100671507195226,4.905142125309434,3.597559963772631,4.207885194831798
1,0,4.795776215528429,5.664722277440407,12.866169170429526,30.611339307782362,19.100939840902694,4.861310961149461,3.5383089544502857,3.8045760206478554
1,0,4.3542884818223495,6.407975403231506,12.64202836847049,26.194674547951525,18.486237088639605,5.737821036825259,3.6632693001533854,3.80106583871833
1,0,5.081543750013063,6.9237025387919715,13.450367565777697,27.76698573612358,20.35649787545678,5.57017847806315,3.52574465301838,4.231332881781399
1,0,5.746037057327823,8.48399333561825,16.284105779330286,30.00474221977549,21.406530308618937,6.3386277804573785,4.1981649801587135,4.935936939928085
1,0,7.062491067606206,9.77154055521515,17.507355481783268,34.99553252572037,17.352724274578765,5.538215701874872,4.626319013324665,5.979502492301375
1,0,6.520203926140957,9.037878913575218,17.053965428204247,37.167768092482845,16.863560545631923,4.987619760654052,3.891453783220776,5.174817233107296
1,0,6.291465498382782,9.065495171738283,16.598533844857915,32.50245573951629,15.270638302641775,5.201331083060487,3.9416738752898137,4.943691978642455
1,0,6.5187826552921075,7.913032328739475,13.95572554238713,27.82681676827068,14.54328275575283,4.447111054241493,3.734111887974031,4.838559391552469
1,0,7.112089978461896,8.874178234451206,14.825743596777903,33.362892125825994,16.49724287657191,5.256366347866301,4.4030481867179425,5.474581611417011
1,0,6.2075339911230225,8.853058060194943,13.811487502531692,31.982222097914622,16.692112373089596,5.419429683767662,3.742116427695446,4.826800398775617
1,0,6.149233710962034,10.041149660915858,14.577242931506973,33.49201092560211,18.71492606450441,5.618867320075371,4.108381055061055,5.015919855896281
1,0,5.0808352028592525,7.542047485676259,12.211239498663423,27.90245086601219,16.45482884621261,5.005618613932829,3.214092913079574,3.9507747448110835
1,0,5.20882040180536,9.068649259835917,14.596447874121584,30.451022573342257,18.02282943569322,4.731139640495368,3.95430911047518,4.272459196988098
1,0,7.571760840942423,9.855953861692091,15.759536047698242,29.352357726157436,17.923814715287087,5.424574283120921,4.717730679884484,5.655246875326995
1,0,6.810815917347107,9.1742576680333,13.690573544081824,25.73872529012196,16.794358448350536,5.02719797673632,4.405338873736543,5.269904471867076
1,0,6.7623302739432,9.273920157517454,14.56386788237424,29.693065867798683,18.36716909588449,4.963586895491498,4.066549041422082,5.061328969496251
1,0,7.658719622743392,10.008772463464002,17.529426454874805,26.701308589052584,18.59360410560776,5.586136447865308,5.017735231629092,6.010708623823906
1,0,7.233791541902329,9.456386392796604,16.662306023934143,28.540965349568875,18.916182403092076,5.578642529298633,4.508996905629317,5.338314236279075
1,0,9.238062313718993,10.700677855091664,15.819259042912856,22.177003979331246,18.30134149348806,6.377686514024712,5.791374856490445,6.738062801381225
1,0,8.02765524922507,8.88162908681759,14.295177582786472,23.40108614678887,15.788712199013531,4.819780848637906,4.4283447095232695,5.530426275987414
1,0,8.85852966283531,10.582383426091978,16.783581635187016,27.590831018374672,17.82801797538775,5.759386609160694,4.4728974857999715,5.698895587224273
1,0,7.419987137021113,10.399262848071928,17.705740277574794,28.975400174188188,17.67052566193934,5.3669363030053,3.8675713482623295,4.87255061473387
1,0,7.0354962182906835,9.550219567454835,17.444607610946324,31.55264147424838,16.08764254948763,4.707174947447568,3.851957101393118,4.797421819209889
1,0,6.571148755888665,8.816770972517977,17.919600598897325,35.077911401063545,17.28691599377763,5.376544546287714,4.6462724891361535,5.439725888556722
1,0,6.73395181830985,9.460979260989525,17.459296671647763,28.467256946465373,17.764098435374873,6.156573461765689,4.954101193696461,5.281191461269536
1,0,7.046814850274331,8.589156128357002,16.002533232983016,31.680829864922362,19.511206889126857,6.277407407620043,5.410184583976963,6.3552301505545445
1,0,6.6371645201148635,8.948017835249926,15.852359193821266,25.403314626517634,16.434896983176685,5.988449023729637,5.04214846122314,5.725661850427264
1,0,7.564395888455438,11.061600103134959,19.806070318579895,30.8704700858075,20.2338025435477,5.197267949120314,4.50218237703914,5.955327776817899
1,0,7.897494571472229,12.349200059797703,22.77109415396408,37.46301815893936,19.439804938514946,5.946849937039359,4.516770827866595,5.691551430865857
1,0,4.582655407819924,7.884471822891525,15.213398934513924,26.41400021549492,16.073807783914482,4.127147116706835,2.657584851994687,3.5471609741784147
1,0,4.478531416841464,6.816809795623228,14.42493789597587,24.316396801117186,19.528172618845232,3.907851674567375,2.69198407775059,3.6660826022402215
1,1,9.901339673899017,11.790120763552341,24.63287261415797,49.64036056171969,25.162131846264316,7.914940678457382,6.2611400974898395,7.289955007452137
1,1,7.480325659794384,11.934243580369053,24.03377562792281,46.585242564461865,22.884228098900852,7.230400828934758,5.625153297074127,5.727837916741683
1,1,9.722722520404686,12.570906456231617,24.38206312338245,49.19760697666657,23.88233760728068,7.674105825874605,6.413069276097289,7.267172495065557
1,1,8.32891936990621,13.835654553063803,25.83644989119031,48.51955770694699,25.018747030006615,7.032268221022173,5.5779956005508975,6.148378350250225
1,1,8.941009513426117,14.402863328306116,25.71737475287812,52.515471322675985,27.34166665106017,8.08681681622343,6.197373753832768,7.108041426171777
1,1,7.474168796114366,13.98361528940549,25.990060748651384,44.81507543882751,25.497754089956757,8.499446478679895,5.843795567141281,6.0803453299968115
1,1,7.912533368026573,14.822819416970406,27.92671626723304,45.76524101190586,25.016145374316647,9.025266964704093,6.3167032920833375,5.987778830161136
1,1,9.285544062441204,16.774284917598358,31.039774748476518,50.22070429991655,26.7412601562005,10.237650149938988,7.5590442399554805,7.183332745527065
1,1,9.17049413893949,17.868083782830425,31.592035724057368,48.59288733888157,26.795762990471342,10.140282983756437,7.301178250203822,6.973311959651084
1,1,7.178931844559941,12.890492308743594,24.435417403213844,41.858848427242776,23.788574059895513,8.682967734499458,5.967976910000503,5.574805061712188
1,1,5.152776849650068,11.187902949157976,19.50594461871311,37.95367167518975,19.096040117207313,6.6891049546409835,3.899887256978699,3.631703281743271
1,1,5.77967098177148,12.174717766642278,22.344736367172878,39.17095552186002,20.713726859402033,7.074915406049216,4.481135686570733,4.431114776069162
1,1,6.845324691135827,12.037333299702624,24.47385289544206,42.68143463286075,23.60092651911589,8.074634432009756,4.946111904876856,5.2333551448818225
1,1,6.247516217363113,11.968226129975905,22.7323755216056,35.98761190428394,18.731363338333235,6.7220866672854935,4.4456225408861485,4.676204877236419
1,1,5.389165177463377,8.333752048334206,15.202622933154268,31.674148496761987,15.119205205761771,5.006498255680862,3.4907835066614945,4.005802914607477
1,1,5.265774161621433,8.3229192632071,16.778223799955782,30.533702236918913,11.430125742460175,4.183610254615158,3.513930881409048,3.6915626558717234
1,1,6.061813254494659,8.479065582554473,17.047407617378724,30.755908106633488,10.742701450177579,4.450888353845166,3.672699213293711,4.3881253515999505
1,1,5.9107151178285555,8.656382367280177,15.139010340451037,29.65825379798805,12.441597424499335,5.016114153902077,4.052227373261734,4.451517688541955
1,1,6.04609940571876,9.304021748299407,15.967067835493737,32.273711073937186,12.27870607866715,5.10672632220969,4.352488663839707,4.409456034834739
1,1,5.989191153247819,10.941893550850521,19.33811998546401,33.61626063575433,13.94440496987589,5.035734242734829,4.3994374628733715,4.683954246406059
1,1,6.268293464051536,12.20513032631151,21.238411784881485,39.11372262521863,15.035255161711305,5.316606891514023,4.141087417634971,4.567991477336347
1,1,6.525971934927789,13.90220882307228,22.985204177356124,38.13582516039892,16.35229154692196,4.961424671449511,3.749657368122873,4.130776594316843
1,1,6.406162302947305,12.49779265074679,21.48472608696346,35.72113942453241,15.326138608292853,5.4751120147715655,4.211576188778006,4.822846940070968
1,1,6.414288589408579,12.72087056963579,20.4222036900881,38.29956545236311,16.220797374737646,6.483863108613047,4.598253989807683,5.166523220741039
1,1,6.816899629218917,12.91435696212285,20.600499448765124,35.480747814952956,15.865803011966676,7.156127931328484,4.717407190144983,4.883702532515008
1,1,6.569275675285411,11.601938490186726,19.28031181821709,32.677852982976816,14.080713993657225,7.335587652880432,4.6539065397630255,4.886768524049657
1,1,7.058995218396178,13.45543726426039,23.189420857997238,36.77432593615171,16.72487779343905,8.26346483840151,5.424948355660709,5.429578643105533
1,1,7.457837470603952,12.196584184788806,20.845573749595918,35.455061670744776,16.786620775762234,7.99353227492385,5.550940443370228,5.8119600716044815
1,1,8.128570062567757,11.529404632285578,19.377359240799446,34.136053087797954,16.895773314792702,7.689230603218136,6.198348200402583,6.800637226855696
1,1,9.101271854095993,13.153398295158688,21.0758192959531,38.40243250186011,20.234961476119203,8.438948599228235,7.318287432449069,7.438884026708326
1,1,9.227557857434043,12.838615468225443,21.009459971899545,39.66111451495431,20.632252811793077,8.78752860307672,6.995272140213742,7.316604852915632
1,1,11.270339370963162,13.904456264279709,22.96226949026112,44.79476066847166,22.337016238803283,9.962557713427481,8.403194069806402,8.76886806150418
1,1,8.97758463877405,12.373675512351994,21.649822239123623,37.47380827007431,21.18706429917328,7.985640144291283,6.315171854269695,6.864002334065521
1,1,7.513669988066408,12.267187057489782,23.28085714443747,35.484626285783115,20.73878382759478,7.069748493149077,4.969837031390225,5.718060362183117
1,1,8.059936840645404,13.394473515915088,25.10174280226161,36.24352450427002,20.868398274276625,7.221626761462727,5.142037791680496,5.58046300745618
1,1,7.223842448651568,11.090242625689287,22.49000678836064,37.56553562113495,21.7174320419031,7.783132259550346,5.299687342562695,5.348834231512553
1,1,6.833438629137155,11.49847324778798,22.200396178555298,36.161652252828084,22.03531171348482,8.07247034950821,5.218372240653087,5.334637925595742
1,1,6.488074088018073,10.957629245746404,22.797638400372154,37.44418980717647,19.613250845026446,6.905351220930481,5.106527267100135,5.279492496560831
1,1,5.437237145831546,9.702459385215693,20.531413424190777,31.32914375116094,16.911199852639093,6.058255688542585,4.1112573699451485,4.217153472248227
1,1,5.176900944566997,9.695336949300335,20.365188992810843,32.50076431351538,17.189319187151703,6.075592714689191,4.343330161699197,4.169522290315229
1,1,5.022415235173935,8.924895598643117,18.38461428409173,29.295505785650413,13.772667981572313,5.5651973056398525,4.226929726541773,4.22450075641051
1,1,5.566640221952307,8.582377679342189,17.668055005838262,27.837222875087505,12.96850635509243,5.246402962627661,4.091604142654935,4.69719349636298
1,1,5.235888394235646,8.723842405808643,16.04364740113818,26.231505507184593,11.454701909869424,5.202124423932822,3.739384581716732,4.013490747704263
1,1,5.842408437185602,8.816564416839267,15.317026146115218,27.493029014088087,11.52692640617531,5.105923069255313,3.8182011959321165,4.104523962926751
1,1,6.408926645560082,9.259094763966608,16.07947552625536,30.21675817846164,12.680540188079132,5.231717538706288,4.0721228084083405,4.461545776263202
1,1,5.42624406325437,8.93307749201838,17.586867598933924,33.23116785710361,13.694345501709117,4.959496579086355,3.690037816667229,4.08695206843992
1,1,5.9674899551781815,9.734332638658849,18.211729862209502,29.304774650429174,15.328577826165546,5.4788584561557006,4.1551799583972375,4.511947866882597
1,1,6.3514034460421955,10.431439949198225,19.449720833881237,29.738617789991256,14.796180971439183,5.120959953251487,4.44354616408148,4.912762195614871
1,1,6.767963027285586,10.721246291536762,18.280629415435605,28.25796096285222,14.98162638859822,5.614346100632296,4.6935821238910105,5.261365848433205
1,1,5.496323421332124,10.516921802255709,18.12505440620888,30.311383727818566,14.605032971134486,5.231389415904078,3.7475880786088425,4.1998293094973755
1,1,5.304843744942918,9.479411378269312,16.51376713253479,28.129151747711223,14.462388521471684,5.6408564614213486,3.8614965197767717,4.273139388190328
