timestamp,roll,pitch,yaw,
145643579697,209,31,54,
145643604165,209,30,55,
145643626818,209,30,55,
145643640519,209,31,55,
145643664044,209,31,55,
145643685152,209,31,54,
145643699982,209,31,54,
145643723929,209,31,54,
145643752395,209,31,55,
145643804758,209,31,55,
145643835099,209,31,55,
145643865030,209,31,55,
145643879875,209,31,55,
145643903606,208,31,55,
145643909865,208,31,55,
145643932189,208,31,55,
145643947255,208,31,55,
145643964013,208,31,55,
145643977253,208,31,55,
145644029956,208,31,55,
145644046581,208,31,55,
145644067520,208,31,55,
145644082278,208,31,55,
145644114108,208,31,56,
145644127309,208,31,56,
145644149668,207,31,56,
145644179746,207,31,56,
145644195009,208,31,56,
145644217231,208,31,56,
145644269746,208,31,56,
145644307210,208,31,55,
145644337229,208,31,55,
145644367460,207,31,56,
145644382303,207,30,56,
145644390004,207,30,56,
145644404863,207,30,56,
145644427461,207,30,55,
145644449732,207,30,56,
145644465647,207,30,55,
145644479825,207,30,55,
145644509888,207,30,55,
145644532463,207,30,55,
145644569722,207,30,55,
145644689969,208,30,53,
145644729440,208,30,53,
145644749807,208,30,53,
145644810012,209,30,52,
145644824722,209,30,52,
145644854794,209,30,52,
145644869819,209,30,52,
145644922270,209,30,51,
145644975031,209,30,51,
145644997202,209,30,51,
145645049941,209,29,50,
145645080009,210,29,50,
145645102351,210,29,50,
145645147224,210,29,50,
145645207229,210,30,50,
145645274742,211,30,49,
145645327531,210,30,49,
145645342183,210,30,49,
145645394768,210,30,49,
145645469598,210,30,49,
145645484903,210,30,49,
145645499679,210,30,49,
145645514913,210,30,48,
145645537156,210,30,48,
145645552260,210,30,48,
145645589879,210,30,49,
145645619721,210,30,49,
145645642388,210,30,49,
145645664841,210,30,48,
145645694899,210,30,48,
145645717256,210,30,48,
145645769762,210,30,48,
145645792094,210,30,48,
145645852302,210,30,47,
145645867138,211,30,47,
145645897383,211,30,47,
145645927422,211,30,47,
145645949984,211,30,46,
145645972358,211,30,46,
145645987203,211,30,46,
145646032156,211,30,46,
145646047322,211,30,46,
145646084644,211,31,46,
145646099683,211,31,46,
145646159890,211,31,46,
145646182337,211,31,46,
145646197134,211,31,46,
145646212249,211,31,47,
145646234891,210,31,47,
145646264692,210,31,47,
145646287100,210,31,47,
145646332453,210,31,47,
145646347118,210,31,47,
145646384732,210,31,47,
145646399654,210,31,47,
145646422330,210,31,47,
145646452305,210,31,47,
145646474772,210,31,48,
145646504649,209,31,48,
145646527164,209,31,48,
145646564691,209,31,48,
145646579731,209,30,48,
