timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
174524749249,5,11,16,47,37,8,5,5,
174524749249,-3,0,-4,-11,-20,3,0,-4,
174524756711,3,-3,5,-9,18,-12,-1,1,
174524756711,-4,-1,7,18,39,10,-3,-4,
174524764294,-5,2,16,38,25,5,-3,-4,
174524764294,-5,-8,-15,-9,-14,-7,-3,-5,
174524773797,-4,-7,-19,-35,-51,-8,-4,-1,
174524773797,4,-6,-8,-31,-26,-13,-2,1,
174524779330,-6,2,6,-16,12,4,0,-2,
174524779330,2,2,7,38,70,10,0,2,
174524788313,0,-7,-10,0,-10,0,-4,-3,
174524788313,6,8,9,-8,2,-3,2,7,
174524794480,14,9,14,6,38,8,7,8,
174524794480,-12,-8,-17,-16,-6,1,-7,-13,
174524824207,2,-7,-12,-10,-3,-2,-3,2,
174524824207,1,2,5,10,18,9,4,1,
174524832032,-4,-4,-3,21,-14,-8,-2,-1,
174524832032,-1,-8,-10,-36,-17,-7,-4,-3,
174524846747,3,5,9,-4,3,-2,2,2,
174524846747,-15,-3,-26,-36,-91,-25,-11,-12,
174524854377,2,-9,11,19,81,15,-1,1,
174524854377,3,12,44,90,35,22,3,1,
174524871120,0,-2,-18,-30,5,1,1,-3,
174524871120,2,0,-2,-17,-46,-9,-2,0,
174524876881,-6,-7,-31,-88,-82,-27,-8,-5,
174524876881,6,1,-6,11,12,0,4,7,
174524891667,1,10,13,34,-45,-11,1,4,
174524891667,4,2,0,3,92,16,2,3,
174524900761,-2,-4,-4,-6,16,4,-2,0,
174524900761,-10,0,-10,-89,-52,-16,-6,-5,
174524907085,-1,-10,-5,91,43,12,7,2,
174524907085,7,9,23,32,25,2,-1,2,
174524914163,1,-4,-3,12,-31,-7,0,0,
174524914163,1,0,-20,-38,10,-5,0,1,
174524938261,-1,-6,-12,-53,-23,-5,-4,-1,
174524938261,2,9,24,75,36,9,3,3,
174524953944,-5,0,9,16,8,11,-1,-5,
174524953944,0,-4,-6,-23,-16,-11,1,4,
174524959359,-6,0,-20,-32,38,-1,-6,-8,
174524959359,-9,-10,-2,0,-20,-2,-2,-6,
174524974195,4,-3,-16,-15,3,-3,-3,0,
174524974195,4,-9,-11,-25,-82,-14,-1,1,
174524981967,4,7,18,41,46,5,0,6,
174524981967,-5,3,4,20,41,10,0,-4,
174524989170,-4,-17,-39,-57,-44,-6,0,-2,
174524989170,5,11,35,73,36,-4,1,4,
174525022302,4,11,-4,5,89,12,4,3,
174525022302,-1,0,12,44,-4,14,0,-3,
174525041837,7,0,1,-21,25,5,0,3,
174525041837,3,-6,-10,-1,-57,-6,2,0,
174525056798,-1,16,18,19,19,16,4,1,
174525056798,-5,-6,-7,4,7,-2,-1,-2,
