timestamp,C1,C2,C3,C4,C5,C6,C7,C8,
27797069305,3,7,32,36,26,4,0,-1,
27797069305,-6,4,7,-18,-10,-6,-7,-10,
27797076829,22,-7,10,39,21,5,11,15,
27797076829,1,-14,-7,-10,-5,9,3,9,
27797084249,4,32,10,7,-9,-7,-8,-12,
27797084249,-2,-25,-14,-48,-31,-4,0,2,
27797093682,-11,16,-10,-35,2,-12,-13,-21,
27797093682,17,20,37,77,19,-5,2,14,
27797106838,-27,-31,-36,-43,-21,-4,-10,-14,
27797106838,4,13,22,3,18,2,0,-5,
27797121815,2,8,10,-30,-20,-9,-1,-4,
27797121815,-8,-13,4,-18,5,3,0,1,
27797129182,24,39,30,60,22,3,4,8,
27797129182,-7,-4,-12,18,-7,4,-5,-9,
27797145815,-8,-33,-28,-58,-12,-13,-7,-6,
27797145815,-11,-20,-24,-4,11,0,-4,-2,
27797153088,8,33,67,68,-8,-5,2,7,
27797153088,-15,3,-23,-47,-23,2,-6,-9,
27797181715,-4,0,18,40,14,-17,-9,-12,
27797181715,-4,5,-24,22,9,-8,-2,-4,
27797198708,3,0,9,28,5,-8,-4,-4,
27797198708,2,9,-14,-60,-8,7,-1,0,
27797211643,-9,-13,-12,13,-7,7,0,1,
27797211643,-2,-29,-25,-113,-25,5,4,1,
27797227060,3,6,7,13,-5,-2,2,4,
27797227060,1,11,28,109,4,-5,-1,-1,
27797234163,-4,19,9,-55,20,7,-1,-3,
27797234163,9,0,31,36,0,-10,-2,-4,
27797241674,-2,-6,-21,-23,-8,7,4,2,
27797241674,-8,-13,-7,-25,-15,-8,-8,-8,
27797271663,-7,-21,-16,-18,-36,-9,-6,0,
27797271663,-12,-24,-57,-35,1,4,1,-2,
27797286864,-6,-4,-11,-24,-18,-4,-7,-5,
27797286864,4,7,0,-13,-2,1,2,5,
27797309202,12,13,-16,-38,1,4,5,8,
27797309202,-3,21,24,14,0,-2,-4,-6,
27797339350,7,-14,-5,19,10,10,7,5,
27797339350,-4,-1,8,46,17,3,-5,-8,
27797361667,5,-7,1,-13,-15,2,8,11,
27797361667,-16,-10,-21,-15,-8,-9,-6,-12,
27797376662,-22,0,-31,-52,-29,-7,-8,-13,
27797376662,34,33,61,90,40,12,13,19,
27797391613,16,24,40,50,28,3,5,1,
27797391613,-13,-20,-9,-38,-26,-9,-5,2,
27797429058,11,24,57,75,16,-2,1,-4,
27797429058,15,9,5,10,12,0,0,7,
27797436771,-9,1,-7,-50,-27,1,1,0,
27797436771,4,19,6,54,34,2,-2,-2,
27797444112,-27,-52,-58,-78,-38,-8,-9,-9,
27797444112,5,-7,7,-32,16,-4,4,4,
27797459385,-9,-20,-25,-4,-5,4,-1,2,
27797459385,-6,0,11,67,19,11,-1,-5,
27797466699,-11,-24,8,49,26,-1,0,2,
27797466699,-4,-14,-10,-50,-27,-3,-2,-9,
27797481580,20,40,35,45,28,6,10,16,
27797481580,-22,-33,-41,-8,-18,-7,-10,-14,
27797489228,31,37,52,56,32,11,12,16,
27797489228,-18,-22,-45,-41,-27,-4,-8,-11,
27797504121,16,23,13,11,7,0,5,7,
27797504121,0,28,36,-14,-30,-2,2,1,
27797511621,-22,-43,-44,-95,-44,-3,-10,-11,
27797511621,14,0,14,79,27,7,9,12,
27797526605,-21,-17,-43,-59,-23,-8,-9,-7,
27797526605,-5,-16,-3,-21,-14,5,2,3,
27797549204,11,13,23,20,2,-5,-2,0,
27797549204,-7,-5,-27,-104,-3,7,2,0,
27797556526,4,11,19,42,18,-3,-1,-5,
27797556526,-5,-2,-10,-3,-5,2,5,0,
27797579037,2,9,19,20,-2,-5,-4,-4,
27797579037,-9,-23,-5,14,-8,-5,-4,1,
27797586669,6,-5,-15,11,-13,6,5,7,
27797586669,8,5,13,13,12,-12,-2,4,
27797601759,-8,16,11,-10,-2,-1,-10,-14,
27797601759,0,-14,-39,-10,-7,-4,2,6,
27797624091,-11,-31,-39,-6,4,1,-1,0,
27797624091,19,43,53,0,-17,1,4,8,
27797639279,0,-16,-18,-3,6,-1,2,1,
27797639279,3,-5,24,3,14,3,2,3,
27797661790,21,-4,42,85,36,6,8,12,
27797661790,-8,2,-27,-47,-5,-10,-9,-9,
27797676519,8,-13,9,-26,-22,11,10,17,
27797676519,-11,3,41,71,34,-5,-8,-14,
27797691847,9,13,-11,-1,-14,0,1,7,
27797691847,-1,-7,-3,37,13,6,3,6,
27797699183,-8,-37,-53,-72,-29,-9,-9,-11,
27797699183,16,18,39,-27,-8,4,7,10,
27797706571,-14,17,8,14,-6,-8,-9,-15,
27797706571,-8,-54,-71,-80,-22,2,3,3,
27797721720,3,15,47,58,22,-4,3,3,
27797721720,2,15,-7,-14,-23,-5,-4,-2,
27797729011,6,18,0,58,23,-4,-2,-1,
27797729011,-2,0,-25,-83,-20,1,-5,-3,
27797744065,0,-10,33,65,19,11,6,2,
27797744065,-6,-5,-32,-21,-25,-8,-6,-11,
27797751553,32,-6,-8,-23,2,11,13,29,
27797751553,-3,7,26,120,34,2,-4,-1,
27797766537,-16,-9,-80,-128,-50,-9,-13,-16,
27797766537,9,10,26,68,9,6,5,6,
27797774141,-17,-10,15,-20,9,-1,1,-7,
27797774141,-3,7,0,24,14,-15,-11,-15,
27797789203,-9,-9,-29,-26,-17,-3,-3,-8,
27797789203,-1,-15,1,-18,-17,5,6,3,
27797804115,14,12,34,16,20,0,-1,1,
27797804115,-17,-25,-35,-12,-4,-13,-10,-10,
27797811802,29,50,74,58,34,7,7,14,
27797811802,-22,-20,-40,-27,-41,-20,-17,-20,
27797826810,-25,-30,-38,-34,-13,-6,-8,-12,
27797826810,22,32,27,49,18,3,7,9,
27797849066,-2,-27,5,11,-20,-11,-3,3,
27797849066,3,3,4,25,11,10,2,3,
27797856699,-18,0,-11,-44,-20,-8,-7,-17,
27797856699,15,20,18,-12,22,-3,-2,1,
27797871663,-5,-9,-12,44,11,-15,-5,0,
27797871663,9,9,33,5,-1,15,13,19,
27797879161,-19,-25,-46,-73,-45,-7,-11,-18,
27797879161,3,-3,13,33,19,14,9,14,
27797894090,13,9,17,-3,-6,6,7,17,
27797894090,-11,-16,-38,-1,1,-3,-5,-8,
